dim-1,outlier
42.047654,false
37.920546,false
23.207687,false
7.297647,false
28.598574,false
26.952394,false
63.949429,false
26.704071,false
16.867619,false
-133.298952,true
35.475684,false
48.034952,false
46.685703,false
54.727993,false
8.292320,false
53.209923,false
61.267748,false
48.991883,false
8.425116,false
14.774980,false
40.633609,false
13.298513,false
42.370769,false
149.073108,true
56.525830,false
54.849148,false
21.305745,false
45.535220,false
-72.953719,true
33.422810,false
13.022763,false
14.492762,false
15.847007,false
17.734378,false
47.537640,false
34.413885,false
17.048273,false
58.822834,false
35.193876,false
25.435255,false
34.250294,false
47.908705,false
75.171174,true
43.144656,false
36.191445,false
52.339089,false
19.089795,false
47.216310,false
30.146776,false
31.977504,false
28.207532,false
9.297541,false
8.768025,false
25.794838,false
45.024956,false
53.636770,false
62.113188,false
143.987692,true
27.352399,false
17.311494,false
102.432416,true
59.016742,false
27.735858,false
27.836111,false
20.072595,false
28.461218,false
34.703682,false
62.547020,false
9.595924,false
13.861484,false
53.478321,false
35.398460,false
141.515194,true
53.780099,false
36.324839,false
-95.792030,true
33.616682,false
51.095741,false
45.976197,false
27.236997,false
9.242533,false
16.062763,false
-113.668653,true
28.051511,false
8.095839,false
37.623007,false
43.899651,false
23.206985,false
47.083488,false
-97.465830,true
19.429052,false
-73.247077,true
49.240889,false
22.401588,false
24.905372,false
7.862955,false
24.553143,false
91.337562,true
56.838196,false
15.543804,false
12.349370,false
53.603583,false
26.064536,false
16.247413,false
26.421652,false
15.662264,false
5.180861,false
59.216609,false
38.690695,false
63.559394,false
80.455806,true
-81.798175,true
64.846886,false
-94.596075,true
42.595960,false
34.101636,false
15.816772,false
35.013570,false
11.057371,false
12.554693,false
42.103817,false
32.628965,false
9.369560,false
46.874832,false
25.667955,false
17.784496,false
49.497444,false
31.469850,false
38.323308,false
32.858295,false
10.258918,false
23.019672,false
34.069189,false
50.386473,false
39.899783,false
59.962155,false
41.964376,false
24.057559,false
36.983827,false
56.729748,false
15.810055,false
15.520045,false
6.088868,false
33.697866,false
13.069721,false
60.123893,false
22.459512,false
5.301222,false
28.064214,false
56.462727,false
36.260242,false
43.341083,false
15.602673,false
29.591128,false
52.392395,false
34.315325,false
63.274887,false
41.907192,false
12.763648,false
36.573390,false
40.584105,false
42.761294,false
24.066010,false
10.940320,false
48.709489,false
7.897577,false
28.585779,false
121.365339,true
11.000607,false
68.212729,true
31.081393,false
8.174592,false
33.248966,false
33.655720,false
62.245570,false
56.494632,false
55.038704,false
5.359636,false
27.558890,false
28.313975,false
163.156416,true
32.752323,false
31.394119,false
26.111636,false
20.646376,false
47.420294,false
164.339926,true
45.588137,false
19.481841,false
47.028659,false
5.592221,false
62.218625,false
44.629630,false
63.431995,false
11.079465,false
8.728231,false
132.291962,true
-96.100505,true
18.102965,false
16.418656,false
56.169459,false
41.689492,false
35.835801,false
51.535913,false
12.795185,false
26.743552,false
28.974685,false
58.867938,false
16.276781,false
30.843216,false
38.874018,false
54.019676,false
14.947158,false
35.307174,false
44.495589,false
32.603085,false
-90.164327,true
11.720916,false
13.902067,false
47.951206,false
32.198853,false
49.386140,false
12.866478,false
53.127129,false
59.513858,false
18.003184,false
27.102148,false
29.521419,false
6.321984,false
16.784747,false
-102.699665,true
54.533797,false
48.060970,false
26.173590,false
61.141852,false
-99.174115,true
31.544145,false
39.614059,false
-118.228661,true
46.505346,false
33.793290,false
30.148171,false
54.467328,false
63.289598,false
22.537988,false
27.640981,false
17.747250,false
16.322688,false
15.840741,false
24.989247,false
42.403243,false
22.427204,false
22.745412,false
50.095964,false
9.732669,false
50.809950,false
51.883694,false
57.750467,false
9.756010,false
62.463606,false
55.784816,false
22.318836,false
-111.528756,true
33.065159,false
-90.810834,true
8.474504,false
25.471798,false
9.318016,false
34.700047,false
16.400160,false
52.858460,false
42.222885,false
16.275335,false
37.951841,false
15.005621,false
54.376782,false
5.064414,false
32.661438,false
60.738180,false
132.906356,true
61.154297,false
30.071729,false
46.874133,false
48.280996,false
10.198467,false
47.318367,false
53.814299,false
40.798690,false
10.750468,false
50.840908,false
18.539130,false
7.795039,false
51.480396,false
60.535456,false
17.350011,false
49.201020,false
51.451856,false
63.161836,false
5.701367,false
39.790825,false
57.936886,false
5.276597,false
5.397385,false
58.759066,false
46.224506,false
34.112221,false
10.411154,false
47.259872,false
13.548218,false
55.545400,false
29.315809,false
26.579039,false
25.042497,false
55.236674,false
25.827340,false
42.351564,false
81.372380,true
25.956039,false
6.447339,false
-97.452339,true
25.869399,false
45.490361,false
9.702144,false
45.536451,false
49.623698,false
24.033742,false
23.042196,false
31.320455,false
18.392197,false
41.733790,false
62.659645,false
-90.679023,true
23.229076,false
20.174581,false
11.066480,false
24.217155,false
27.439503,false
5.497797,false
37.394159,false
39.456180,false
22.451063,false
-67.221991,true
16.471140,false
9.764609,false
27.212729,false
62.624573,false
38.184190,false
17.481185,false
50.899463,false
-135.987927,true
20.185301,false
34.824791,false
38.612220,false
42.740246,false
15.736805,false
22.051774,false
11.478674,false
58.182495,false
-131.932992,true
8.731100,false
27.967182,false
16.914574,false
29.578648,false
36.928360,false
-143.267064,true
64.540663,false
55.996679,false
52.619397,false
24.070892,false
143.944615,true
59.677182,false
93.556061,true
43.859806,false
18.287518,false
14.061321,false
16.864529,false
24.508143,false
56.436490,false
20.145927,false
34.588438,false
58.011963,false
23.378557,false
140.713785,true
9.556975,false
9.484744,false
37.867367,false
104.928780,true
44.999353,false
42.275253,false
41.983560,false
52.338245,false
25.715624,false
63.259079,false
5.469390,false
28.950633,false
27.416264,false
28.137571,false
59.955165,false
-84.548382,true
55.771837,false
48.463707,false
41.479669,false
44.183133,false
28.233189,false
59.845676,false
32.911773,false
26.217201,false
37.360585,false
50.927129,false
35.528791,false
5.692606,false
42.709727,false
41.247473,false
58.614348,false
32.748388,false
22.564411,false
22.184747,false
63.686172,false
161.981470,true
55.010615,false
16.901024,false
56.013924,false
51.657887,false
15.930309,false
9.931699,false
34.957885,false
29.572464,false
57.253566,false
17.435398,false
12.583384,false
18.160849,false
-89.322734,true
54.614906,false
32.822233,false
41.648073,false
119.407162,true
13.731992,false
38.166287,false
133.971607,true
153.772695,true
34.772955,false
28.743225,false
42.909660,false
21.266378,false
40.894123,false
29.641590,false
42.647001,false
21.510243,false
67.636789,true
65.085229,true
49.873825,false
25.363037,false
37.129746,false
-116.788829,true
57.980115,false
-153.944053,true
-118.061546,true
32.217947,false
19.977422,false
46.484228,false
50.560246,false
27.358995,false
-126.634871,true
49.595386,false
24.277620,false
-112.848277,true
58.987904,false
13.359236,false
11.411728,false
53.710732,false
18.700760,false
20.247743,false
56.430250,false
29.309505,false
-137.472755,true
-80.368464,true
-68.591303,true
7.897222,false
57.305284,false
48.937480,false
60.922910,false
16.729850,false
43.375464,false
23.352779,false
7.720208,false
8.903605,false
17.304989,false
42.601473,false
24.410819,false
11.449097,false
15.780140,false
24.948885,false
44.168802,false
19.663015,false
19.592923,false
49.963051,false
13.224966,false
28.967485,false
39.139386,false
15.815608,false
6.928579,false
6.336152,false
34.928284,false
121.945185,true
61.995065,false
54.582082,false
20.291046,false
61.956965,false
61.526533,false
35.828729,false
13.524208,false
55.594427,false
49.619696,false
21.760326,false
43.093138,false
39.011922,false
48.692172,false
42.199701,false
47.037996,false
6.935727,false
82.348778,true
15.459108,false
41.348725,false
9.379952,false
40.167380,false
45.202134,false
15.755318,false
48.503669,false
10.346476,false
46.470693,false
42.125462,false
30.176336,false
15.180312,false
35.613986,false
49.731071,false
63.169816,false
58.480738,false
33.528700,false
13.814757,false
14.403014,false
32.049522,false
61.239070,false
38.292399,false
48.627538,false
12.719906,false
34.599582,false
63.103061,false
-119.128431,true
55.160285,false
55.658644,false
25.361832,false
15.726045,false
5.741104,false
58.902699,false
56.343874,false
26.208446,false
27.307133,false
25.833221,false
35.715617,false
9.912119,false
16.899044,false
5.279013,false
17.611212,false
75.757243,true
27.113443,false
41.978092,false
35.533921,false
26.471433,false
5.315146,false
23.209608,false
66.838737,true
9.969059,false
20.719744,false
19.321904,false
63.030700,false
21.971842,false
18.251823,false
8.231233,false
28.587043,false
49.851169,false
68.651437,true
13.028644,false
32.644051,false
31.832782,false
56.614537,false
51.900536,false
30.764601,false
5.965680,false
33.226141,false
43.254838,false
37.753206,false
13.652496,false
44.837096,false
5.493854,false
28.040979,false
6.544869,false
39.875338,false
150.692284,true
59.267383,false
53.670470,false
63.177558,false
26.517693,false
64.734498,false
156.576350,true
48.850321,false
62.630707,false
45.998072,false
36.718462,false
55.175346,false
-164.335157,true
7.318838,false
51.650680,false
14.749227,false
25.104909,false
16.194161,false
62.667752,false
49.677439,false
39.410714,false
47.961050,false
6.751823,false
5.101104,false
36.867360,false
48.264718,false
27.198120,false
62.632109,false
8.912209,false
16.499866,false
8.765125,false
47.042307,false
45.827193,false
38.412623,false
26.242096,false
20.263898,false
146.099592,true
52.279047,false
56.076632,false
21.031079,false
53.100106,false
11.846321,false
40.539546,false
101.609682,true
46.593004,false
10.797131,false
57.502400,false
-82.048359,true
35.422551,false
-126.365647,true
25.146878,false
128.138471,true
23.080518,false
9.026782,false
45.449218,false
39.880825,false
12.123617,false
60.814476,false
-72.428374,true
30.054854,false
64.678250,false
22.076984,false
-83.476782,true
37.590809,false
41.851376,false
49.098712,false
42.246891,false
61.187540,false
59.919029,false
8.150566,false
41.179061,false
39.393390,false
45.012779,false
13.932351,false
102.987013,true
17.440755,false
-83.906430,true
10.210073,false
143.893370,true
6.887106,false
37.742016,false
28.901276,false
41.244603,false
9.872840,false
49.971989,false
28.021855,false
44.548625,false
16.434611,false
111.721804,true
9.646531,false
14.077827,false
-164.748012,true
46.257042,false
43.527287,false
29.566625,false
47.176943,false
11.652683,false
29.283471,false
47.248660,false
31.349818,false
7.133664,false
13.572128,false
49.610182,false
20.854862,false
7.918981,false
49.441393,false
92.862272,true
17.393079,false
30.798443,false
14.691592,false
6.446224,false
36.907502,false
62.452718,false
53.269276,false
62.750531,false
42.110006,false
22.440472,false
141.571326,true
29.592417,false
51.417812,false
35.929191,false
42.070832,false
49.332481,false
43.812264,false
21.629980,false
63.093353,false
35.555789,false
50.360465,false
47.811379,false
30.392408,false
51.905143,false
-113.118274,true
14.765129,false
52.663802,false
48.103303,false
60.445786,false
11.548841,false
23.807922,false
41.912412,false
45.166547,false
73.822686,true
94.027454,true
19.282560,false
61.410817,false
26.723946,false
-137.563965,true
55.673643,false
59.992032,false
52.104828,false
45.909986,false
-112.838120,true
37.081103,false
62.987625,false
57.460876,false
-96.827350,true
41.980205,false
9.884839,false
11.258047,false
33.081026,false
56.925872,false
48.347503,false
38.765553,false
49.506390,false
48.047145,false
10.975758,false
24.857758,false
44.634624,false
10.600792,false
44.080738,false
27.475467,false
43.527792,false
44.720628,false
8.005279,false
24.506902,false
21.855398,false
32.072307,false
41.166889,false
35.107724,false
24.778524,false
24.795398,false
55.525845,false
19.207094,false
28.303372,false
32.509850,false
28.993014,false
117.807749,true
33.856862,false
-119.443158,true
9.906819,false
50.039592,false
61.524068,false
36.500616,false
16.015917,false
61.071630,false
87.719251,true
84.629177,true
48.713704,false
16.709845,false
54.389907,false
58.034408,false
24.806830,false
54.556370,false
127.424739,true
35.537046,false
49.374048,false
57.586391,false
12.953941,false
35.372162,false
5.161717,false
-126.382647,true
36.123519,false
14.754662,false
54.820382,false
53.565003,false
53.191247,false
48.317326,false
15.307132,false
51.406439,false
54.658070,false
39.838909,false
22.866160,false
38.451241,false
25.260926,false
32.148446,false
8.120918,false
63.110521,false
5.852409,false
43.956342,false
50.315331,false
44.196524,false
-122.988086,true
57.844450,false
10.522544,false
17.678260,false
49.063157,false
16.009579,false
36.606571,false
24.265420,false
41.866177,false
112.638460,true
24.242422,false
29.417213,false
7.979615,false
31.720847,false
47.709784,false
49.396501,false
55.710191,false
6.646077,false
51.396165,false
62.195521,false
28.989729,false
58.821632,false
50.592661,false
40.982854,false
53.493453,false
34.096743,false
43.136444,false
9.346161,false
7.439912,false
86.428953,true
6.089937,false
30.001580,false
75.300974,true
37.042741,false
12.250377,false
54.255614,false
31.119185,false
12.419431,false
-161.617142,true
49.105224,false
60.858409,false
51.991436,false
35.327526,false
63.781095,false
26.300250,false
27.277817,false
31.301844,false
31.941419,false
62.516033,false
