dim-1,outlier
8.950496,false
100.451782,true
58.423100,false
16.334558,false
52.655760,false
25.070087,false
21.390122,false
-129.123849,true
25.473858,false
51.486563,false
42.741800,false
45.203492,false
17.830239,false
-137.548020,true
43.348485,false
43.443368,false
22.035300,false
59.473217,false
47.388055,false
19.158172,false
-97.470016,true
31.653362,false
26.036291,false
55.024504,false
110.228394,true
22.986371,false
43.350752,false
13.374863,false
31.818138,false
41.153589,false
101.103200,true
11.220563,false
48.598749,false
30.232994,false
32.483721,false
36.342687,false
63.938528,false
49.675379,false
21.588955,false
91.579927,true
63.475953,false
26.421777,false
9.584921,false
44.404085,false
32.735809,false
23.761461,false
-73.372516,true
7.278553,false
57.700699,false
41.219830,false
46.452200,false
44.971475,false
63.975235,false
10.005590,false
42.183979,false
57.161461,false
7.098925,false
11.314116,false
64.782817,false
47.235565,false
8.465696,false
-77.805525,true
19.057717,false
77.723435,true
19.886418,false
47.931335,false
32.605704,false
60.600073,false
26.366038,false
28.604747,false
51.978685,false
49.213610,false
45.352724,false
61.112725,false
35.711968,false
48.507079,false
30.281353,false
18.560508,false
13.137970,false
17.834001,false
17.179962,false
23.085953,false
20.772097,false
39.152387,false
11.634640,false
37.200897,false
37.756854,false
35.146598,false
43.307940,false
40.422827,false
-131.233804,true
43.238957,false
28.235459,false
15.759793,false
63.417172,false
15.676735,false
56.508708,false
17.010393,false
8.807183,false
66.759503,true
60.156546,false
30.443204,false
9.468597,false
59.678875,false
152.609311,true
18.569206,false
22.228571,false
36.677368,false
156.541566,true
-135.263088,true
23.063151,false
26.564695,false
63.466030,false
41.622475,false
29.459493,false
76.014490,true
149.581104,true
41.281130,false
53.025246,false
66.301772,true
64.318493,false
30.206561,false
49.320643,false
16.704729,false
36.917830,false
53.630959,false
47.699571,false
23.465717,false
8.580596,false
32.466151,false
42.670450,false
46.186326,false
10.378619,false
24.351396,false
8.951248,false
54.479699,false
23.889868,false
47.155988,false
-92.110669,true
19.029590,false
32.162423,false
34.861318,false
40.353068,false
49.278649,false
26.426504,false
49.477361,false
44.297199,false
17.254788,false
44.983486,false
20.863192,false
-82.371702,true
29.719379,false
38.440084,false
