dim-1,dim-2,outlier
42.234030,19.098399,false
7.157639,38.359031,false
15.093536,37.880764,false
60.315563,38.328677,false
46.089969,5.027752,false
23.031700,22.381942,false
5.299731,26.882194,false
25.905290,13.389559,false
30.534512,19.012397,false
33.065792,9.406832,false
16.499577,64.852992,false
15.093485,-143.208347,true
-105.427737,-104.452281,true
7.732300,14.894932,false
59.858827,42.774909,false
105.323334,32.102325,true
29.822519,20.094609,false
33.640590,113.534608,true
59.356158,-147.471628,true
39.059191,11.864257,false
27.574170,52.710188,false
24.268765,45.609245,false
19.249545,31.100508,false
58.841256,29.982637,false
30.163929,46.368467,false
61.798632,47.862379,false
17.359072,23.082781,false
64.850885,5.853967,false
44.924549,52.285337,false
26.963201,45.457683,false
64.057951,23.723145,false
38.630310,18.562758,false
42.107700,47.853222,false
15.376170,37.962672,false
36.338999,54.365694,false
26.249522,45.035382,false
34.336061,58.941672,false
49.558786,42.154609,false
53.111812,16.661887,false
28.772231,53.412918,false
6.860422,34.945488,false
26.689012,50.755545,false
34.026780,49.959086,false
45.642171,24.535967,false
62.983841,36.812408,false
47.715058,63.375969,false
66.113711,-145.539817,true
33.038662,61.633933,false
25.380106,60.908938,false
60.197121,33.713656,false
7.025210,64.087628,false
50.135587,43.765748,false
38.385325,47.363593,false
60.744603,39.472959,false
46.628270,42.122943,false
32.554664,31.084169,false
34.190589,9.219956,false
17.767529,60.411072,false
79.047441,36.902427,true
8.262151,23.822276,false
63.577153,14.066912,false
51.603499,126.631118,true
63.887528,31.749859,false
22.822020,28.971400,false
36.647806,30.982587,false
30.530463,60.524635,false
60.261001,64.184214,false
64.872397,14.662560,false
9.591723,53.837144,false
41.362411,20.314839,false
29.246474,24.417577,false
27.663763,33.661312,false
27.205762,8.632050,false
35.602117,59.551182,false
9.474409,10.236797,false
32.294279,20.243307,false
20.775475,37.229967,false
10.157908,6.533464,false
21.041906,19.366379,false
49.931064,51.148007,false
149.305258,48.997732,true
10.349317,22.203121,false
36.161190,33.924046,false
62.863798,16.548900,false
21.347910,47.360805,false
32.850727,51.592018,false
53.523288,57.260122,false
54.448388,13.131649,false
38.977926,12.619314,false
8.767912,114.612231,true
62.320823,22.355253,false
44.578460,41.155977,false
62.764954,47.402000,false
22.747059,37.483817,false
27.554912,12.226908,false
54.139542,39.476399,false
52.048564,11.885818,false
21.194426,16.967999,false
15.539171,55.494126,false
26.457487,34.833062,false
50.949737,43.771629,false
36.196742,53.887085,false
45.051220,35.564415,false
-69.977581,-118.763789,true
40.430883,9.152516,false
17.834600,11.028700,false
17.415693,18.811773,false
39.050215,46.171619,false
63.792615,24.672434,false
25.822405,64.263300,false
55.542406,13.223799,false
-67.927543,154.269046,true
8.370891,36.440063,false
54.132150,42.476969,false
37.051294,17.672738,false
48.682721,40.469728,false
13.722286,55.222625,false
28.268546,51.217859,false
42.396721,-73.418171,true
14.641301,12.644497,false
43.652478,11.597008,false
18.128211,14.753077,false
63.536289,19.717725,false
22.067912,45.088838,false
8.922231,14.037194,false
31.862957,40.877152,false
25.755981,45.538710,false
37.742600,7.482016,false
36.397054,45.401763,false
52.490877,22.061553,false
49.108692,25.848955,false
-105.919954,136.020264,true
31.755859,17.382701,false
11.741745,18.197457,false
52.267414,51.251535,false
37.718328,23.551087,false
51.399181,107.859367,true
14.454857,43.971387,false
-134.635557,-119.054444,true
38.113406,60.324966,false
56.467280,62.960342,false
40.940956,61.331312,false
100.461480,156.955367,true
59.808373,12.515959,false
60.366805,45.907770,false
-114.487711,70.036513,true
49.424918,53.207473,false
20.416802,13.763421,false
5.538173,17.183718,false
29.946714,37.733367,false
64.244110,63.277406,false
5.469010,52.831358,false
34.066107,56.333436,false
54.309294,61.799899,false
12.833283,30.471397,false
125.697495,-109.900435,true
55.767061,9.105318,false
31.420361,47.814360,false
54.243405,56.004663,false
31.461979,13.581990,false
51.450404,7.779081,false
16.881422,56.784029,false
15.314970,5.071935,false
6.453519,26.543511,false
56.784041,42.085586,false
42.037935,26.077070,false
28.486658,55.124822,false
29.370326,62.175402,false
53.228747,46.610524,false
29.506853,61.452679,false
36.343561,23.143821,false
39.138296,22.498530,false
38.663421,52.601723,false
43.176405,44.060528,false
59.321761,20.347318,false
12.503666,9.263576,false
50.712521,35.958583,false
20.597105,48.427243,false
6.588494,8.522641,false
57.095544,11.487409,false
35.310608,19.693084,false
20.235743,16.162472,false
30.861402,5.327784,false
48.552139,36.098560,false
51.218098,31.526543,false
