dim-1,dim-2,outlier
60.570225,14.943165,false
47.739621,42.460090,false
50.710583,22.603695,false
62.728936,18.139894,false
51.893088,16.217854,false
60.055919,5.683083,false
21.917233,62.496929,false
15.261510,49.172554,false
61.694305,52.287514,false
44.181472,50.097896,false
-98.345210,96.894960,true
12.392222,33.512584,false
34.951650,21.393227,false
64.555656,36.320429,false
5.980998,54.047415,false
37.208090,32.566051,false
7.490762,31.536987,false
40.201673,53.628300,false
36.963522,61.101130,false
21.693155,30.803905,false
32.627621,7.988648,false
41.646367,53.072143,false
24.577715,8.529234,false
5.516360,9.844210,false
24.226051,49.576520,false
15.753476,62.411512,false
15.712660,45.728596,false
44.896406,12.276974,false
41.803549,18.167467,false
-130.871139,-113.374483,true
80.786129,-135.768850,true
37.623501,36.713746,false
50.129198,161.662108,true
57.806003,57.312601,false
37.006202,36.445975,false
51.716875,20.296337,false
42.462114,23.120901,false
57.290303,12.088519,false
26.071980,57.388994,false
5.739057,37.723862,false
40.921550,37.488702,false
58.633369,50.769396,false
28.637547,50.375191,false
9.512236,10.267387,false
63.219752,58.703242,false
19.876294,13.696782,false
25.209651,31.035376,false
-137.405686,-81.662656,true
43.173264,-98.355393,true
40.750396,19.597899,false
56.713799,28.687967,false
29.479699,6.182663,false
63.599145,30.633336,false
26.160947,20.834186,false
17.110199,29.185201,false
10.263984,49.320651,false
63.801388,21.366136,false
51.022157,42.770605,false
41.779511,21.466184,false
39.451580,39.808709,false
29.063167,7.108485,false
28.803855,54.361385,false
7.819933,20.029139,false
20.376511,44.089515,false
52.734286,24.118549,false
22.954422,36.221920,false
18.146746,24.962660,false
63.437540,37.954788,false
17.029529,51.692398,false
32.557261,37.527949,false
5.513597,23.265077,false
33.108343,42.098001,false
18.252049,51.447053,false
64.198861,48.717122,false
99.181807,151.262554,true
-125.851848,95.866939,true
11.316073,52.320703,false
47.274181,64.364920,false
39.015525,40.489467,false
64.325154,8.926962,false
26.185151,15.736557,false
14.550221,21.499438,false
144.782567,21.236420,true
20.502744,44.327764,false
15.379970,19.572085,false
12.774365,46.496191,false
34.934009,59.934977,false
56.224487,19.768676,false
8.013080,49.567274,false
57.799574,60.329987,false
23.136055,20.485557,false
8.154241,34.224433,false
54.277528,28.242398,false
19.098284,18.781975,false
7.007132,-160.019176,true
56.715972,28.869350,false
5.622188,19.803331,false
21.443580,8.062823,false
8.244742,43.137983,false
56.374653,40.443156,false
50.789193,58.888336,false
41.174294,59.218051,false
46.954154,28.904154,false
44.309795,42.459390,false
64.744291,57.836011,false
8.025887,11.099412,false
12.904955,12.191150,false
56.813885,21.427342,false
29.754248,124.958607,true
22.030148,36.642585,false
9.393680,57.581801,false
57.027675,64.043529,false
48.399357,16.732117,false
7.006301,37.752273,false
52.311669,53.730458,false
34.816191,25.386219,false
33.916894,49.382811,false
26.231564,64.783856,false
33.567488,30.678995,false
-98.626640,29.377787,true
17.386687,55.633195,false
25.135051,30.691181,false
48.714132,55.936596,false
20.402213,54.614363,false
33.154044,54.669417,false
7.810851,42.731425,false
12.986293,40.456386,false
24.433035,34.929159,false
41.670598,91.170426,true
75.624581,-154.998179,true
28.252740,53.598181,false
15.910441,15.110352,false
38.741212,17.600746,false
18.591010,11.779037,false
52.315307,37.184920,false
81.812178,-91.312821,true
17.489041,59.126553,false
6.690788,33.077289,false
62.907480,33.712278,false
41.195087,16.381343,false
63.112706,6.359695,false
15.616354,37.921746,false
23.244106,51.148310,false
51.635661,58.723051,false
63.147632,55.047611,false
48.667343,26.929499,false
6.310032,49.020076,false
39.296822,16.859976,false
54.844576,55.088044,false
29.336942,9.030309,false
44.401415,46.049668,false
6.743081,58.823423,false
56.110589,33.004158,false
32.794495,19.169211,false
50.898788,52.262867,false
10.058354,23.878488,false
52.541067,58.244061,false
23.994742,35.759036,false
58.379969,32.109104,false
23.891481,41.304140,false
16.962445,57.372136,false
12.904370,57.252135,false
57.322719,22.950158,false
54.616944,62.366273,false
20.231683,63.166640,false
32.687723,20.359353,false
33.249303,53.813339,false
19.264326,42.924741,false
58.160848,51.262167,false
37.625498,11.168349,false
17.616064,62.778146,false
24.866261,26.021580,false
53.731584,9.908740,false
27.524744,35.599179,false
12.791213,44.485912,false
52.661092,17.660074,false
25.332296,25.160094,false
56.889225,29.460247,false
53.561568,53.461986,false
38.698109,6.520552,false
-111.030790,-115.615938,true
35.507261,54.009192,false
43.395093,61.941506,false
22.095997,33.722202,false
28.206982,56.642745,false
-72.306285,97.429094,true
9.290608,18.455754,false
44.138152,19.808415,false
47.481803,10.803707,false
18.275293,24.471272,false
37.187902,27.421452,false
36.122210,11.288593,false
38.144956,43.744519,false
6.468289,7.806631,false
13.068566,-88.969110,true
6.723689,21.214001,false
63.450417,20.126484,false
28.528044,58.566590,false
-161.401386,78.513481,true
24.636191,17.887879,false
63.126273,19.466590,false
23.456757,43.286185,false
21.534837,15.130769,false
50.993044,55.705878,false
37.690993,6.634836,false
10.054388,30.412742,false
56.681702,31.126582,false
14.562483,26.664745,false
26.827266,45.114002,false
133.251494,68.856793,true
59.382673,55.570912,false
37.021443,13.237748,false
28.052996,14.973080,false
49.817045,50.141548,false
63.771728,20.493787,false
9.083451,24.089575,false
9.049737,26.867151,false
20.094458,21.676103,false
47.676498,27.813463,false
59.266549,7.369419,false
16.852591,31.752118,false
33.611937,9.591814,false
40.810741,13.870346,false
-117.708471,146.657372,true
12.287888,20.597855,false
