dim-1,dim-2
60.570225,14.943165
47.739621,42.460090
50.710583,22.603695
62.728936,18.139894
51.893088,16.217854
60.055919,5.683083
21.917233,62.496929
15.261510,49.172554
61.694305,52.287514
44.181472,50.097896
-98.345210,96.894960
12.392222,33.512584
34.951650,21.393227
64.555656,36.320429
5.980998,54.047415
37.208090,32.566051
7.490762,31.536987
40.201673,53.628300
36.963522,61.101130
21.693155,30.803905
32.627621,7.988648
41.646367,53.072143
24.577715,8.529234
5.516360,9.844210
24.226051,49.576520
15.753476,62.411512
15.712660,45.728596
44.896406,12.276974
41.803549,18.167467
-130.871139,-113.374483
80.786129,-135.768850
37.623501,36.713746
50.129198,161.662108
57.806003,57.312601
37.006202,36.445975
51.716875,20.296337
42.462114,23.120901
57.290303,12.088519
26.071980,57.388994
5.739057,37.723862
40.921550,37.488702
58.633369,50.769396
28.637547,50.375191
9.512236,10.267387
63.219752,58.703242
19.876294,13.696782
25.209651,31.035376
-137.405686,-81.662656
43.173264,-98.355393
40.750396,19.597899
56.713799,28.687967
29.479699,6.182663
63.599145,30.633336
26.160947,20.834186
17.110199,29.185201
10.263984,49.320651
63.801388,21.366136
51.022157,42.770605
41.779511,21.466184
39.451580,39.808709
29.063167,7.108485
28.803855,54.361385
7.819933,20.029139
20.376511,44.089515
52.734286,24.118549
22.954422,36.221920
18.146746,24.962660
63.437540,37.954788
17.029529,51.692398
32.557261,37.527949
5.513597,23.265077
33.108343,42.098001
18.252049,51.447053
64.198861,48.717122
99.181807,151.262554
-125.851848,95.866939
11.316073,52.320703
47.274181,64.364920
39.015525,40.489467
64.325154,8.926962
26.185151,15.736557
14.550221,21.499438
144.782567,21.236420
20.502744,44.327764
15.379970,19.572085
12.774365,46.496191
34.934009,59.934977
56.224487,19.768676
8.013080,49.567274
57.799574,60.329987
23.136055,20.485557
8.154241,34.224433
54.277528,28.242398
19.098284,18.781975
7.007132,-160.019176
56.715972,28.869350
5.622188,19.803331
21.443580,8.062823
8.244742,43.137983
56.374653,40.443156
50.789193,58.888336
41.174294,59.218051
46.954154,28.904154
44.309795,42.459390
64.744291,57.836011
8.025887,11.099412
12.904955,12.191150
56.813885,21.427342
29.754248,124.958607
22.030148,36.642585
9.393680,57.581801
57.027675,64.043529
48.399357,16.732117
7.006301,37.752273
52.311669,53.730458
34.816191,25.386219
33.916894,49.382811
26.231564,64.783856
33.567488,30.678995
-98.626640,29.377787
17.386687,55.633195
25.135051,30.691181
48.714132,55.936596
20.402213,54.614363
33.154044,54.669417
7.810851,42.731425
12.986293,40.456386
24.433035,34.929159
41.670598,91.170426
75.624581,-154.998179
28.252740,53.598181
15.910441,15.110352
38.741212,17.600746
18.591010,11.779037
52.315307,37.184920
81.812178,-91.312821
17.489041,59.126553
6.690788,33.077289
