dim-1,dim-2
44.966567,36.168523
62.352331,35.974802
-66.346038,24.355974
33.540574,49.544665
15.874430,64.925439
23.713694,18.754318
-79.966734,52.540629
19.929141,62.791151
35.628885,54.859053
20.484615,6.768290
136.852354,89.537104
47.194483,46.414189
58.006544,-80.376172
6.574835,43.085972
-139.169881,46.559170
50.563050,56.516069
34.745057,30.499229
58.132235,16.195914
34.354517,50.011474
22.198721,49.501332
35.389779,25.013313
22.991249,40.804853
56.072399,-120.982903
31.727984,27.339212
15.591266,18.534771
58.741322,47.444375
50.111821,39.186504
59.424430,46.961322
21.436354,43.480604
14.536220,8.697770
32.783380,11.773134
52.165270,55.134327
22.975830,33.513429
32.663027,46.236372
39.304161,38.418405
17.756349,61.965224
25.613527,13.438594
32.422462,57.271833
41.734550,40.436791
37.868586,42.717475
13.757951,48.941574
-159.481217,101.015193
7.746071,44.284833
49.326311,59.582684
17.432250,44.315593
28.892378,41.317926
15.640205,22.585948
6.574925,5.034340
14.680785,64.822170
15.322451,63.999867
60.154400,17.420473
55.269773,56.565437
14.562268,6.262055
22.227303,24.946320
38.547052,42.912491
21.936200,15.466968
48.396008,37.495935
13.137673,47.890716
17.062044,49.783874
121.477438,28.790001
24.409272,9.317954
13.852983,61.460370
8.838631,63.864665
34.739039,-126.377114
13.712847,62.509887
48.963292,50.791867
15.694138,13.941606
24.371146,32.356898
30.639716,45.239567
53.158231,39.719200
42.231614,35.878755
148.851787,56.757073
-104.859984,-96.251785
42.892744,60.284778
123.112866,79.721073
151.557571,-130.533892
58.708613,59.626016
27.642702,26.270057
59.055394,46.625958
22.848507,51.852569
7.093391,38.821174
8.455601,24.028107
41.693700,15.103857
57.677029,10.887368
45.204833,10.929524
58.779236,52.884561
15.878128,45.601579
59.269263,34.302392
59.293209,7.685379
18.500046,47.774718
27.584425,37.454584
37.033488,37.439555
17.072381,39.332564
6.251815,17.313410
42.966317,25.938560
49.712927,14.177264
63.448144,62.175078
19.611280,13.645519
22.952023,54.405676
14.045478,32.639563
13.052062,53.468669
51.581429,9.421931
33.864006,32.162816
41.672051,22.258366
54.002235,49.637597
56.067500,34.854073
45.091065,53.978849
8.884585,33.192604
53.424737,56.282395
6.630612,58.911953
52.179481,33.003728
32.198831,37.639666
8.984639,40.101095
43.356260,59.686786
46.568984,62.310620
60.790406,38.154199
27.753894,25.571124
59.095577,9.284846
13.524193,17.855058
24.936218,-94.646999
47.686850,52.988619
35.329380,55.736082
61.909966,7.379474
17.529876,13.544224
32.002550,16.644525
53.634889,42.900714
14.876192,40.523634
22.403777,49.222321
54.929626,42.653448
39.198449,57.635698
42.031990,52.022806
18.246303,31.369762
21.243692,46.818533
43.429483,47.033344
31.207836,24.648088
19.470697,19.962181
28.976801,12.466561
38.899488,50.409005
38.215752,61.057846
15.708302,39.410150
36.619193,12.240505
30.276523,55.073809
41.614205,42.904299
21.458444,28.015008
19.206235,18.653090
20.403660,18.627030
60.200293,35.019575
55.747151,20.028620
42.900661,-141.467363
9.097595,36.794001
51.395339,56.153087
13.342167,24.686719
44.119261,39.806385
55.732120,26.541964
23.525334,18.879762
49.452635,16.298089
33.915934,31.442975
54.212680,53.601851
62.412782,39.558947
63.872604,63.358928
43.822522,42.457960
18.117243,50.480029
59.766671,38.994880
61.548476,46.469147
39.721672,28.420389
33.071914,29.326239
44.162335,13.866739
55.658934,49.929537
23.532772,59.040167
14.415105,22.807056
30.477850,53.722206
28.779447,33.745074
43.219864,51.586146
62.737670,75.500911
15.349360,38.079834
57.532499,18.758287
92.606901,36.295319
16.520690,55.873093
45.311075,58.189520
8.979626,35.240812
7.593020,44.195575
11.663855,-151.871377
24.761676,5.005210
29.127461,34.957616
8.600222,21.356681
28.370106,6.975417
125.935729,156.591960
54.223032,56.807691
14.716780,29.596160
26.746710,54.496950
47.435262,43.200648
48.141967,48.175847
46.370788,27.520891
40.386470,42.358517
54.801783,15.053725
28.118333,50.708751
10.286789,57.890464
34.542165,44.337328
52.518246,39.688404
52.090099,31.246843
60.139144,44.925380
5.453338,64.202150
48.807720,40.369314
11.878646,38.682515
7.557390,60.812749
34.601484,47.621780
57.424883,44.614907
56.552109,9.594105
60.798408,31.543040
22.353938,36.957665
55.939322,51.899346
60.049271,56.175219
20.613957,63.673638
40.798693,36.532286
49.095546,36.790752
30.373344,37.666346
25.406311,15.943974
11.505774,52.228311
17.204400,16.814852
10.512238,12.846677
29.754350,19.901406
48.322837,61.180169
41.041329,19.702385
8.941889,40.255823
154.626096,89.577405
54.810709,50.486892
32.018077,38.917517
16.719809,56.090535
36.563478,22.589178
12.715673,60.257097
42.485611,38.943630
62.505359,9.092610
73.083339,67.089810
33.519306,154.305305
7.768480,55.341315
43.133035,36.397070
11.008550,55.828489
16.258894,59.820014
44.326631,43.965832
15.872206,42.413759
41.491166,-162.952903
9.556536,25.227153
23.709859,52.138955
21.394101,24.231831
17.917290,34.404836
11.616617,14.996513
22.715002,49.217101
48.480894,48.113163
9.663646,37.343362
24.462460,6.966647
29.417469,45.868244
53.345393,49.121775
23.383968,31.668493
-151.845259,-126.256657
49.214112,22.913828
45.174122,48.966602
13.824724,16.972265
33.435707,26.055635
15.322456,32.372732
63.118145,11.980863
52.884087,32.108691
64.859837,56.305186
157.827036,-93.199363
28.586372,31.007618
24.391758,35.189074
32.511934,24.159176
25.286590,27.425423
7.548443,25.384211
28.948692,10.660572
27.561259,16.331945
43.706550,44.429740
53.087098,43.356362
49.522496,13.311468
27.702384,61.007098
26.903846,47.087738
14.047338,16.362234
7.864768,47.925465
31.760654,27.661377
-90.762283,101.175830
38.254089,34.490409
59.422811,45.966022
17.856305,13.178140
51.132008,20.339838
15.526560,22.851881
25.956375,20.790643
31.406956,24.648386
8.368679,57.090919
105.629071,127.989020
52.611550,24.290478
37.266003,57.071486
41.593765,11.290066
-142.749340,120.393947
7.504413,62.357454
24.558573,50.168666
55.602601,28.808980
46.143554,62.832836
64.284800,30.850441
61.592663,16.743507
58.842700,37.154843
26.735116,52.951669
56.710958,14.310366
26.550565,5.852197
21.072311,53.646206
26.849420,14.558502
25.204335,51.573431
16.411969,24.434668
47.515220,64.201989
157.282712,19.828136
30.145411,43.993774
28.409523,38.386664
38.607711,63.388850
29.615871,51.543001
88.720213,-87.651460
59.543111,34.244261
16.230002,43.365825
43.510870,48.972206
15.035900,15.970646
61.931350,32.245786
57.749560,13.916942
-109.411914,-162.207847
9.555947,64.948989
114.262569,33.066464
19.787579,47.431076
17.292211,30.646050
24.565509,12.115200
16.251812,43.393236
6.470734,34.563491
28.072138,17.994803
5.711499,31.859419
33.857696,50.737100
30.627031,46.896565
45.087225,60.606656
55.063106,33.751818
37.165053,40.147386
59.943603,11.773968
20.115927,79.411422
52.765857,55.447037
5.572253,39.372089
-137.463893,163.836072
30.284329,49.171484
16.139851,55.262810
59.571651,46.359151
63.776642,55.924517
61.046096,50.113201
54.681728,8.028373
16.513655,33.176711
7.279105,63.985251
27.787058,12.614931
35.673292,31.713333
63.443132,25.755795
35.544223,36.391889
52.461023,25.579445
38.674326,27.344170
32.364497,26.461370
12.077902,43.190602
35.012063,23.788456
38.257120,11.424434
44.551533,64.224039
24.245058,49.478642
30.895750,63.412894
52.393402,60.927386
33.560768,35.483719
25.243950,42.400093
40.143983,43.407996
60.480433,52.696784
30.936932,41.689149
60.771733,14.818531
47.309884,22.112973
76.693032,6.090916
161.766938,50.641564
36.362792,35.328374
33.978096,64.769885
47.783378,61.259366
32.988101,34.041781
40.533503,61.212789
38.175527,40.248300
15.971146,35.320118
41.391684,24.001377
31.167587,35.694640
58.802835,52.995832
40.018041,21.360779
14.081727,42.952545
16.490275,30.280526
30.101265,61.174886
52.036901,23.000003
60.660003,44.812913
25.367429,12.541848
59.324706,21.453908
7.400847,53.145602
54.998937,51.437510
21.707985,56.797527
63.447513,13.089021
47.141206,27.801344
33.951770,28.139738
15.480545,54.329812
47.213662,13.114788
16.076548,36.953760
16.169165,51.752162
29.234523,13.659849
39.181755,28.440627
15.711304,39.262775
20.083125,38.994699
49.396165,19.933169
-80.955581,-67.083450
16.335606,59.712952
14.560148,35.577325
49.443500,120.438939
34.132527,49.438476
49.033149,50.249042
58.715678,29.902651
51.102675,35.167666
33.704326,8.312208
28.247991,50.627476
57.536482,14.595528
22.990051,43.368789
6.227849,22.056929
18.485722,32.018016
59.351549,10.895294
26.512594,11.760780
42.000559,48.363577
36.735583,14.563484
52.881725,28.704222
9.644216,47.540862
34.247303,45.359201
22.657985,43.265520
45.499268,11.535458
45.992439,62.079611
47.718203,40.511758
16.337539,37.187306
24.044145,13.787990
34.005673,25.970653
20.655721,45.679399
57.592337,12.899453
-114.467202,129.093053
37.397970,49.028185
13.790593,32.360173
32.701064,45.733076
13.692945,45.789940
52.140574,6.636309
40.797214,47.783687
16.954794,8.520347
29.575006,24.673708
31.069447,53.449440
41.714306,16.363630
