dim-1,dim-2
14.220701,8.117284
11.157360,61.812506
132.560391,109.660101
23.061698,34.079137
8.257184,12.334312
56.537033,56.432007
6.044727,48.618382
41.953496,23.884491
58.905672,22.516268
39.366478,14.603501
17.189292,34.364356
28.660661,42.280840
50.940092,62.373712
15.108278,6.686205
27.605944,59.350612
64.915960,51.599109
28.690243,43.860958
57.117872,31.879278
21.263150,33.055642
47.300443,10.516768
42.472027,28.503912
54.005982,39.978599
15.165732,54.635623
5.390210,18.732545
59.869724,45.889669
18.559828,11.109831
18.679684,6.440836
53.101631,36.857440
-100.751156,49.411292
54.554200,5.631868
18.967701,32.713006
19.581576,45.437314
6.999434,62.933226
58.039200,48.057591
59.327657,40.240785
31.526160,51.174199
35.813105,13.033186
18.144192,44.644486
24.402316,30.812619
6.802108,55.409133
51.133462,46.711255
16.090486,52.834800
123.088345,-133.973872
28.888398,30.588031
25.417064,9.932429
48.811769,29.842383
37.234107,49.506771
58.891536,14.804729
56.044423,30.584630
39.750041,28.229942
63.934936,11.405843
12.570252,41.606188
39.108997,43.279313
63.021310,64.226239
21.661045,27.989445
-92.581917,60.706339
50.535838,7.742404
31.373357,31.248728
60.768326,25.687816
7.079018,5.991969
-90.104062,149.827529
33.434526,24.876933
13.012783,8.582421
52.552116,21.943003
56.021353,64.554952
138.081499,-164.958467
27.903148,64.458339
17.859380,18.810296
17.819051,14.723624
22.609553,40.689931
27.237071,55.567310
42.049942,43.123581
5.934428,15.004017
16.363434,18.346917
9.600510,44.071714
-158.969483,-69.454084
42.490751,32.833862
59.113371,19.089237
53.876054,63.367755
23.438549,27.616892
38.336604,40.995014
149.353984,-80.110098
43.100999,9.000270
15.896694,9.081082
39.006817,28.172344
7.935738,34.948328
60.850580,23.474292
22.922700,64.565164
13.067325,40.124882
25.537382,28.803300
27.454586,53.975020
41.299558,10.785650
46.602085,39.419051
54.407870,13.641436
53.432028,21.069723
29.546995,40.771806
41.532183,37.891389
20.267074,7.735907
19.636617,34.508151
33.527957,14.742523
9.370056,34.906599
67.297264,163.820834
28.075708,6.311068
28.535168,38.724408
39.219844,11.909727
60.205087,61.915971
27.050788,28.656958
50.099963,22.052124
54.929754,64.977495
17.508572,43.182819
16.962884,34.605441
50.819323,53.500853
26.662116,62.335870
102.489969,11.070665
18.289139,-142.094100
60.334629,29.317206
33.385932,53.406233
5.128439,54.950902
31.013437,22.470581
61.692510,24.182546
46.712433,49.868486
48.959205,49.518360
63.895547,62.724065
13.641944,51.654306
13.394197,46.912669
37.336477,31.398746
35.144570,7.917465
43.353536,47.207429
-119.320571,80.140658
60.756785,46.841753
58.063272,17.562121
38.245374,10.434436
103.934579,86.553242
60.299077,12.607603
58.505390,61.833269
11.869130,53.664657
89.887483,59.784956
40.393803,11.793714
61.962314,14.180680
5.279193,45.175055
13.883739,59.629422
63.118811,37.101341
44.467128,21.064648
23.764026,44.720717
47.673295,37.510357
59.274463,15.325448
49.858930,20.282507
40.289002,38.096763
40.549250,38.469921
101.195333,-148.175089
6.330615,59.443188
22.001679,13.948373
49.083475,8.940094
13.386560,57.048671
34.279137,54.283933
51.272467,43.188843
5.652458,31.571181
42.517918,55.674732
15.048960,6.478456
37.563147,23.422121
42.352107,13.750602
46.766650,9.609258
-78.065134,151.479081
140.932313,55.615271
11.777136,9.627426
57.694494,29.430978
18.829381,63.061569
42.111664,46.199270
30.107354,49.681398
55.088363,30.675068
29.987075,44.201330
29.733367,41.949568
33.082694,48.265382
42.293489,62.575501
28.140143,28.734222
42.459074,53.629851
50.144865,16.797403
37.275381,28.200033
52.110164,48.949003
48.167291,43.528458
52.272816,53.086350
34.564264,53.270294
17.347513,20.117748
15.467797,13.103381
32.290000,59.140241
31.480331,5.254537
50.151105,61.238347
85.586715,54.516290
-75.520325,121.893487
46.221985,5.740399
50.910823,-75.653103
32.192096,26.186974
31.687873,-109.093096
66.452905,-130.282900
22.508919,59.704784
9.600574,39.979785
48.446866,40.865448
18.302726,32.751952
58.261260,16.163466
64.381409,13.009338
56.947079,14.799848
147.959909,17.496702
64.872322,52.015787
12.021857,20.767493
5.052706,49.735685
28.714559,5.692992
25.596656,10.990461
7.680318,63.975098
45.696307,21.680163
53.558468,33.897715
11.559289,60.128915
48.533435,55.478520
23.722089,62.589009
38.937889,41.906053
36.599384,56.176405
17.486408,26.836926
31.256056,7.001850
32.072893,41.201472
19.839719,48.017784
20.376570,24.190996
21.726474,47.892269
54.705285,16.859661
37.070257,24.841843
9.718184,42.551275
38.498521,28.002443
133.195544,68.723031
27.605003,14.581093
43.215120,64.702145
54.562200,44.328676
162.967442,108.055842
50.682411,46.453574
36.191360,12.860656
14.663155,23.378424
24.812614,18.159579
-147.166226,-96.837787
57.424186,5.352052
64.249491,64.458583
52.045999,40.169726
48.270051,8.273624
24.335332,12.383205
60.199043,16.377711
14.834791,45.986150
58.933426,22.635643
61.363241,25.034130
46.698860,56.552528
64.700347,58.870726
52.465581,97.269496
5.173359,-163.261124
