dim-1,outlier
25.464084,false
25.398597,false
25.338069,false
25.282508,false
25.231918,true
25.186305,false
25.145674,true
25.110028,false
25.079371,false
25.053705,false
25.033035,false
25.017361,false
25.006685,false
25.001009,false
25.000333,false
25.004656,false
153.052236,true
25.028300,false
-91.775966,true
-135.074560,true
25.101239,true
25.135536,false
126.766158,true
25.219084,false
25.268327,false
25.322543,false
25.381728,false
25.445873,false
25.514975,false
25.589025,false
25.668015,false
25.751939,false
25.840788,false
25.934553,false
-138.466443,true
26.136792,false
26.245246,false
26.358575,false
26.476769,false
26.599815,false
26.727700,false
26.860413,false
26.997940,false
27.140267,false
27.287381,false
-118.167157,true
27.595905,false
27.757286,false
27.923391,false
28.094203,false
28.269706,false
28.449882,false
28.634713,false
28.824181,false
29.018266,false
29.216949,false
-164.982521,true
29.628030,false
29.840387,false
30.057259,false
30.278626,false
30.504465,false
30.734753,false
30.969468,false
31.208586,false
31.452083,false
31.699934,false
-98.487658,true
32.208602,false
32.469368,false
32.734387,false
33.003632,false
33.277076,false
33.554693,false
33.836455,false
34.122333,false
34.412298,false
34.706322,false
35.004376,false
35.306429,false
35.612451,false
35.922413,false
36.236281,false
36.554027,false
36.875616,false
37.201019,false
37.530201,false
160.556475,true
38.199772,false
38.540095,false
38.884064,false
39.231644,false
39.582801,false
39.937499,false
40.295704,false
40.657380,false
41.022489,false
41.390996,false
41.762864,false
42.138056,false
42.516534,false
-68.359626,true
43.283197,false
43.671305,false
44.062546,false
44.456881,false
44.854270,false
45.254673,false
45.658051,false
46.064363,false
46.473569,false
46.885627,false
47.300497,false
47.718137,false
48.138504,false
48.561558,false
48.987256,false
49.415555,false
49.846413,false
50.279785,false
50.715630,false
51.153903,false
51.594561,false
52.037560,true
52.482854,false
52.930400,false
53.380154,false
53.832069,false
54.286101,false
54.742204,false
55.200333,false
55.660442,false
56.122485,false
56.586416,false
57.052188,false
57.519754,false
57.989069,true
58.460085,true
58.932755,false
59.407032,false
59.882867,false
60.360215,false
60.839027,false
61.319254,false
61.800850,false
62.283765,false
62.767953,false
63.253363,false
63.739948,false
64.227659,false
64.716447,false
65.206264,false
65.697060,false
-99.049602,true
66.681394,false
67.174833,false
67.669055,false
68.164009,false
68.659648,false
69.155920,false
69.652777,false
70.150169,false
70.648045,false
71.146357,false
71.645054,false
72.144087,false
72.643405,false
73.142959,false
73.642698,false
74.142574,false
74.642535,false
75.142531,false
75.642514,false
76.142432,false
76.642236,false
77.141876,false
-125.970796,true
78.140463,false
78.639310,false
79.137794,false
79.635864,false
80.133470,false
80.630563,false
81.127092,false
81.623009,false
82.118264,false
82.612807,false
83.106589,false
83.599560,false
84.091671,false
84.582873,false
85.073116,false
85.562353,false
-116.424634,true
86.537608,false
87.023529,false
87.508248,true
87.991716,false
88.473885,false
88.954707,false
89.434133,false
89.912116,false
90.388607,false
90.863560,false
91.336926,false
91.808659,false
92.278711,false
92.747035,false
93.213584,false
93.678312,false
94.141172,false
94.602118,false
95.061104,false
95.518084,false
95.973011,false
96.425842,false
96.876530,false
97.325031,false
97.771299,false
98.215289,false
98.656959,false
99.096263,false
99.533157,false
99.967597,false
100.399541,false
100.828945,false
101.255767,true
101.679962,false
102.101490,false
102.520308,false
102.936373,false
103.349645,false
103.760082,false
104.167643,false
104.572287,false
104.973974,false
105.372664,false
105.768317,false
106.160892,false
106.550352,false
106.936656,false
107.319767,false
107.699646,false
108.076255,false
-71.959828,true
108.819513,false
109.186088,false
109.549244,false
109.908945,false
-85.008217,true
110.617839,false
110.966961,false
111.312487,false
111.654381,false
111.992610,false
112.327139,false
112.657936,false
112.984967,false
113.308200,false
113.627601,false
113.943140,false
114.254785,false
114.562505,false
114.866268,true
115.166044,false
115.461804,false
115.753518,false
116.041157,false
116.324691,false
116.604093,false
116.879335,false
160.880728,true
117.417227,false
117.679824,false
117.938153,false
118.192188,false
-153.370801,true
118.687276,false
118.928280,false
119.164890,false
119.397084,false
119.624839,false
119.848130,false
120.066938,false
120.281238,false
120.491010,false
120.696234,false
120.896888,false
121.092952,false
121.284406,false
121.471233,false
121.653412,false
121.830926,false
122.003757,false
122.171888,false
122.335301,false
122.493981,false
122.647912,false
122.797078,false
-149.069101,true
123.081056,false
123.215840,false
123.345803,false
123.470931,false
123.591212,false
123.706634,false
123.817185,false
123.922855,false
124.023632,false
124.119507,false
124.210470,false
124.296512,false
124.377624,false
124.453799,false
124.525029,false
124.591305,false
124.652623,false
124.708976,false
124.760358,false
124.806763,false
124.848189,false
124.884629,false
124.916081,false
124.942541,false
124.964007,false
124.980477,false
124.991949,false
124.998422,false
124.999894,false
127.428263,true
124.987841,false
124.974315,false
124.955792,false
124.932274,false
124.903762,false
124.870261,false
124.831772,false
-68.887718,true
124.739849,false
124.686424,false
124.628031,false
124.564675,false
124.496362,false
124.423100,false
124.344896,false
124.261757,false
-104.907945,true
124.080709,false
123.982819,false
123.880031,false
123.772354,true
123.659800,false
123.542381,false
123.420107,false
123.292991,false
123.161046,false
123.024285,false
-109.254262,true
122.736369,true
122.585244,false
122.429360,false
122.268733,false
122.103380,false
121.933316,false
121.758559,false
121.579126,true
121.395035,false
121.206304,false
121.012953,false
120.815001,false
120.612468,false
