dim-1,outlier
60.743550,false
27.224557,true
59.905545,false
60.765424,false
21.349981,true
60.844063,false
13.254370,true
63.057216,false
61.941908,false
66.438453,false
66.672695,false
62.720539,false
64.204060,false
64.922910,false
65.155990,false
65.310064,false
67.392454,false
68.650235,false
68.710163,false
67.036288,false
69.758991,false
67.840270,false
67.872424,false
72.004254,false
71.891650,false
71.267753,false
73.736292,false
71.909284,false
72.127624,false
1.734566,true
74.959624,false
-45.347369,true
74.564570,false
75.458736,false
77.632675,false
74.344255,false
5.079343,true
78.140487,false
76.528963,false
76.161987,false
-22.204076,true
77.457224,false
-71.185977,true
78.927720,false
82.201708,false
82.480817,false
83.665710,false
84.360536,false
84.112987,false
84.757327,false
83.410368,false
85.631878,false
83.380719,false
85.868854,false
-26.890068,true
84.280104,false
86.045411,false
86.457234,false
85.758057,false
88.177196,false
87.722809,false
89.609217,false
89.023849,false
90.348444,false
92.914710,false
92.256372,false
93.546430,false
93.825037,false
90.904263,false
95.168972,false
92.753597,false
96.504527,false
95.596665,false
96.659129,false
96.390197,false
94.005827,false
94.501106,false
97.820384,false
97.640781,false
96.257217,false
100.701203,false
96.927626,false
99.953076,false
98.848974,false
102.725467,false
99.977459,false
100.045899,false
99.836052,false
101.969858,false
102.430008,false
104.077822,false
102.169516,false
106.554302,false
102.546778,false
104.984205,false
107.237837,false
108.467537,false
108.809737,false
107.453477,false
-11.380503,true
108.331407,false
107.189188,false
109.980226,false
111.656346,false
109.710560,false
108.229636,false
110.811613,false
110.173689,false
112.517690,false
109.403571,false
112.365769,false
110.250266,false
111.564508,false
111.300575,false
114.275100,false
114.732350,false
113.367163,false
116.498717,false
113.772204,false
-43.675685,true
118.045862,false
115.642359,false
-57.451298,true
117.684087,false
116.221728,false
120.615969,false
120.693581,false
116.966258,false
117.518467,false
120.978688,false
122.102540,false
118.817417,false
-78.795898,true
121.570550,false
123.155281,false
123.499399,false
120.411993,false
123.904718,false
121.886056,false
125.425226,false
121.136519,false
123.129507,false
20.620065,true
122.775763,false
125.562409,false
127.172243,false
126.616198,false
124.055089,false
124.909962,false
128.103636,false
124.093882,false
126.954047,false
129.148204,false
127.417054,false
127.942472,false
-61.648586,true
129.360805,false
128.336974,false
130.539798,false
127.579393,false
129.848297,false
130.263173,false
128.033556,false
130.318470,false
130.908362,false
131.919763,false
-42.400513,true
-38.322909,true
131.757834,false
130.549572,false
131.674505,false
129.253601,false
133.331608,false
130.804754,false
9.183079,true
133.898237,false
131.226621,false
134.835680,false
130.703600,false
134.983324,false
133.804059,false
135.107255,false
135.347778,false
133.676489,false
131.787363,false
133.581324,false
131.874288,false
133.681656,false
131.482912,false
135.996455,false
22.290500,true
134.322965,false
135.711363,false
136.644970,false
133.622638,false
133.649559,false
133.944122,false
135.116955,false
136.961234,false
133.850125,false
136.469394,false
136.570647,false
135.493224,false
135.276680,false
136.531035,false
135.425668,false
136.837401,false
135.345843,false
132.584727,false
136.515293,false
137.038217,false
134.933082,false
137.429751,false
133.145688,false
135.952848,false
134.003934,false
135.323003,false
135.634036,false
137.045052,false
134.043849,false
134.256366,false
136.982349,false
133.926921,false
-67.885035,true
132.473525,false
132.708575,false
134.888027,false
132.906170,false
136.413647,false
133.530742,false
135.061970,false
131.368655,false
135.096207,false
132.701192,false
134.068819,false
134.763075,false
131.964416,false
133.526663,false
131.105588,false
131.198371,false
130.808510,false
132.778739,false
132.461985,false
132.162266,false
130.746496,false
129.874310,false
130.654526,false
-23.825105,true
133.657717,false
132.689525,false
129.984301,false
131.472610,false
129.034071,false
131.702316,false
130.672950,false
131.772357,false
130.940654,false
127.526438,false
130.616256,false
130.304656,false
130.494925,false
-47.902805,true
126.535755,false
125.819417,false
127.197568,false
129.484753,false
