dim-1,outlier
26.579897,false
26.457623,false
26.340203,false
26.227649,false
26.119973,false
26.017184,false
25.919293,false
25.826311,false
25.738246,false
25.655107,false
-40.587529,true
25.503640,false
25.435327,false
25.371971,false
25.313578,false
25.260153,false
25.211702,false
20.478055,true
25.129740,false
25.096238,false
-45.695754,true
2.596536,true
25.025685,false
25.012160,false
25.003633,false
-63.124325,true
25.001578,false
25.008051,false
-24.554030,true
25.035992,false
25.057458,false
25.083918,false
25.115370,false
25.151810,false
25.193235,false
25.239641,false
25.291022,false
25.347375,false
25.408693,false
25.474969,false
25.546199,false
25.622373,false
25.703486,false
25.789528,false
25.880490,false
25.976365,false
26.077142,false
26.182812,false
26.293363,false
26.408785,false
26.529065,false
26.654193,false
26.784156,false
26.918940,false
24.503236,true
27.202918,false
27.352083,false
27.506014,false
27.664694,false
27.828107,false
27.996238,false
28.169069,false
28.346582,false
28.528762,false
28.715588,false
28.907043,false
29.103107,false
29.303760,false
29.508983,false
-42.003089,true
29.933056,false
30.151863,false
30.375155,false
30.602909,false
30.835103,false
31.071713,false
31.312716,false
31.558088,false
-19.884454,true
32.061839,false
32.320168,false
-54.393870,true
32.849604,false
33.120657,false
33.395899,false
33.675301,false
33.958835,false
34.246473,false
34.538187,false
34.833947,false
35.133723,false
35.437486,false
35.745206,false
36.056850,false
36.372389,false
36.691791,false
37.015023,false
37.342054,false
37.672851,false
38.007381,false
38.345609,false
38.687503,false
39.033028,false
-34.638963,true
39.734834,false
40.091044,false
-41.193981,true
-22.056910,true
41.180476,false
41.550432,false
41.923733,false
-80.121072,true
42.680221,false
43.063332,false
43.449637,false
43.839096,false
44.231672,false
44.627324,false
45.026014,false
45.427701,false
45.832345,false
46.239906,false
46.650343,false
47.063615,false
47.479680,false
47.898498,false
48.320025,false
48.744221,false
49.171042,false
49.600446,false
7.873742,true
50.466831,false
50.903725,false
51.343028,false
51.784697,false
52.228688,false
52.674956,false
53.123456,false
53.574145,false
54.026975,false
54.481903,false
54.938883,false
55.397868,false
55.858814,false
56.321674,false
56.786402,false
57.252952,false
57.721275,false
58.191327,false
58.663060,false
59.136426,false
-7.576983,true
60.087870,false
60.565853,false
12.406289,true
61.526101,false
62.008270,false
62.491738,false
62.976457,false
63.462378,false
63.949453,false
64.437633,false
64.926869,false
65.417113,false
65.908315,false
66.400426,false
66.893397,false
-62.152933,true
-30.948945,true
68.376976,false
68.872893,false
69.369423,false
69.866516,false
70.364122,false
70.862191,false
71.360675,false
71.859522,false
72.358684,false
72.858109,false
73.357749,false
73.857553,false
74.357471,false
74.857454,false
-24.786148,true
75.857412,false
76.357287,false
76.857027,false
77.356580,false
-28.678817,true
78.354931,false
78.853628,false
79.351940,false
79.849817,false
80.347208,false
80.844065,false
81.340338,false
81.835976,false
82.330931,false
82.825153,false
83.318592,false
83.811199,false
84.302926,false
18.074325,true
85.283538,false
85.772326,false
86.260038,false
86.746623,false
87.232033,false
87.716220,false
88.199136,false
88.680732,false
89.160959,false
89.639771,false
90.117118,false
90.592954,false
91.067231,false
91.539901,false
92.010917,false
92.480232,false
92.947799,false
93.413571,false
93.877501,false
94.339544,false
94.799653,false
95.257783,false
95.713886,false
96.167918,false
96.619833,false
97.069586,false
97.517133,false
-35.925401,true
98.405426,false
-72.405468,true
99.284357,false
99.720202,false
100.153575,false
100.584432,false
101.012731,false
101.438429,false
101.861483,false
102.281851,false
102.699491,false
103.114361,false
103.526419,false
103.935625,false
104.341937,false
104.745315,false
105.145719,false
105.543108,false
105.937442,false
106.328684,false
106.716792,false
107.101728,false
107.483455,false
107.861933,false
108.237125,false
-10.625268,true
108.977500,false
109.342610,false
109.704285,false
110.062490,false
110.417189,false
-11.134217,true
111.115926,false
111.459895,false
111.800218,false
112.136860,false
112.469790,false
112.798972,false
113.124374,false
-76.599236,true
113.763709,false
114.077578,false
114.387540,false
114.693562,false
114.995615,false
115.293669,false
115.587693,false
115.877659,false
-21.903828,true
116.445298,false
116.722915,false
-38.627164,true
117.265606,false
117.530624,false
-50.328775,true
118.047876,false
118.300058,false
118.547910,false
118.791407,false
119.030525,false
119.265240,false
119.495529,false
119.721368,false
119.942734,false
120.159607,false
120.371964,false
120.579783,false
120.783045,false
120.981728,false
121.175813,false
121.365281,false
121.550112,false
121.730288,false
121.905792,false
122.076604,false
122.242709,false
-9.514786,true
122.560731,false
122.712615,false
122.859728,false
123.002055,false
123.139583,false
-63.315473,true
123.400182,false
-26.749193,true
13.241093,true
123.754751,false
123.863205,false
123.966773,false
124.065444,false
124.159209,false
124.248058,false
124.331982,false
-22.499542,true
124.485023,false
124.554125,false
124.618271,false
124.677455,false
124.731672,false
124.780915,false
124.825180,false
124.864463,false
124.898760,false
124.928067,false
124.952380,false
124.971699,false
124.986021,false
124.995344,false
124.999667,false
124.998991,false
124.993315,false
