dim-1,outlier
121.000711,false
-66.677018,true
120.599653,false
120.392273,false
120.180355,false
119.963918,false
119.742985,false
119.517578,false
119.287719,false
119.053432,false
118.814739,false
118.571664,false
118.324233,false
118.072469,false
117.816398,false
117.556045,false
117.291437,false
117.022599,false
116.749560,false
116.472345,false
116.190984,false
115.905503,false
115.615931,false
115.322299,false
115.024633,false
114.722966,false
114.417326,false
114.107745,false
113.794253,false
113.476881,false
113.155662,false
112.830627,false
112.501809,false
112.169241,false
111.832956,false
111.492988,false
111.149371,false
110.802139,false
110.451326,false
110.096968,false
109.739101,false
109.377760,false
109.012981,false
108.644801,false
108.273256,false
107.898385,false
107.520223,false
4.144639,true
-6.968604,true
106.366379,false
105.975439,false
105.581402,false
105.184307,false
104.784193,false
-15.108142,true
103.975071,false
103.566144,false
103.154359,false
102.739760,false
102.322386,false
101.902281,false
-75.239773,true
101.054041,false
100.625992,false
100.195380,false
99.762248,false
99.326641,false
98.888601,false
98.448172,false
98.005398,false
3.297156,true
97.112993,false
96.663451,false
96.211743,false
95.757914,false
95.302009,false
94.844074,false
94.384155,false
-74.409024,true
93.458547,false
92.992951,false
92.525556,false
92.056408,false
91.585555,false
91.113043,false
90.638919,false
90.163232,false
89.686029,false
89.207357,false
88.727264,false
88.245799,false
87.763009,false
87.278943,false
86.793648,false
86.307175,false
85.819571,false
85.330884,false
84.841165,false
84.350462,false
-36.272931,true
83.366299,false
82.872938,false
-65.976114,true
-54.486679,true
81.388329,false
80.892116,false
9.803893,true
79.897972,false
79.400140,false
78.901868,false
78.403206,false
77.904204,false
77.404911,false
76.905378,false
76.405654,false
75.905790,false
75.405835,false
74.905839,false
74.405853,false
73.905927,false
73.406109,false
-23.217916,true
72.407003,false
71.907814,false
71.408934,false
70.910413,false
70.412301,false
69.914648,false
69.417503,false
68.920917,false
68.424938,false
67.929617,false
67.435003,false
-7.423910,true
66.448094,false
65.955898,false
65.464606,false
64.974267,false
64.484931,false
63.996647,false
63.509463,false
63.023428,false
62.538590,false
-44.707330,true
61.572702,false
61.091748,false
60.612185,false
60.134061,false
59.657423,false
59.182319,false
58.708797,false
-10.214334,true
57.766688,false
57.298195,false
56.831472,false
56.366566,false
55.903523,false
55.442390,false
54.983212,false
54.526036,false
-47.788021,true
53.617872,false
-42.394067,true
52.718261,false
52.271775,false
51.827562,false
-23.209431,true
50.946132,false
50.509003,false
50.074323,false
49.642135,false
