dim-1,dim-2,outlier
74.592099,59.325679,false
75.092095,58.851674,false
75.592081,58.379284,false
76.092008,57.908557,false
76.591826,57.439538,false
-2.346821,56.972275,true
77.590934,56.506815,false
78.090124,56.043205,false
78.589006,55.581490,false
79.087528,55.121717,false
79.585642,54.663931,false
80.083297,54.208180,false
80.580444,53.754507,false
81.077033,53.302959,false
81.573014,52.853581,false
82.068338,52.406417,false
82.562955,51.961513,false
83.056815,51.518912,false
83.549870,51.078660,false
84.042070,50.640799,false
84.533366,50.205375,false
85.023709,49.772430,false
85.513049,49.342008,false
86.001338,48.914151,false
86.488526,48.488903,false
86.974566,48.066306,false
87.459409,47.646403,false
87.943005,47.229235,false
88.425307,46.814844,false
88.906267,46.403271,false
89.385836,45.994558,false
7.331069,45.588746,true
90.340611,45.185874,false
90.815721,44.785984,false
91.289249,44.389116,false
91.761149,43.995308,false
92.231373,43.604601,false
92.699873,43.217034,false
93.166603,42.832644,false
93.631517,42.451472,false
94.094568,42.073554,false
94.555709,41.698929,false
95.014895,41.327634,false
95.472079,40.959706,false
95.927216,40.595182,false
96.380260,9.560128,true
96.831166,39.876492,false
97.279889,39.522397,false
97.726385,39.171851,false
98.170607,38.824887,false
98.612513,38.481540,false
99.052057,38.141845,false
-11.452761,37.805837,true
99.923886,37.473547,false
100.356084,37.145010,false
100.785746,36.820259,false
101.212830,36.499325,false
101.637293,36.182242,false
102.059091,35.869040,false
102.478184,35.559751,false
102.894529,35.254407,false
103.308085,34.953036,false
103.718810,34.655671,false
104.126663,34.362340,false
104.531603,-13.909772,true
104.933590,33.787898,false
105.332584,33.506844,false
105.728545,33.229940,false
106.121433,32.957213,false
106.511208,32.688690,false
106.897833,32.424398,false
20.119419,15.319121,true
107.661474,31.908613,false
108.038415,31.657171,false
108.412052,31.410063,false
108.782347,31.167315,false
109.149265,30.928950,false
109.512767,30.694991,false
109.872819,30.465464,false
110.229383,30.240389,false
110.582424,30.019791,false
110.931907,29.803690,false
111.277796,-70.547929,true
111.620058,29.385069,false
111.958658,29.182591,false
112.293563,28.984694,false
-77.736576,23.208074,true
112.952150,28.602723,false
113.275767,28.418688,false
113.595557,28.239312,false
113.911487,28.064611,false
114.223526,27.894603,false
114.531643,27.729307,false
114.835806,27.568737,false
115.135986,27.412910,false
16.619682,27.261842,true
115.724276,27.115548,false
116.012327,26.974042,false
116.296277,26.837338,false
116.576097,26.705451,false
116.851759,26.578394,false
117.123237,26.456178,false
117.390502,26.338817,false
117.653528,26.226322,false
117.912289,-55.964670,true
118.166758,26.015974,false
118.416911,25.918143,false
118.662723,25.825220,false
118.904168,25.737214,false
119.141222,25.654134,false
119.373863,25.575989,false
119.602066,25.502787,false
119.825809,25.434534,false
120.045070,25.371237,false
120.259826,25.312904,false
120.470056,25.259539,false
120.675739,-65.828269,true
120.876855,25.167736,false
121.073383,25.129307,false
121.265303,25.095865,false
121.452598,25.067413,false
121.635246,25.043955,false
121.813232,25.025492,false
121.986536,25.012027,false
122.155142,25.003560,false
122.319032,25.000094,false
-38.428452,25.001626,true
122.632600,25.008159,false
-10.897773,25.019691,true
-30.211969,1.495348,true
123.067193,25.057747,false
123.202463,25.084268,false
123.332912,25.115780,false
123.458528,25.152280,false
123.579299,25.193765,false
123.695211,25.240231,false
123.806254,25.291672,false
123.912417,25.348085,false
