dim-1,dim-2
25.040261,25.468191
25.062819,25.402404
25.090372,25.341578
25.122915,25.285717
25.160446,25.234827
25.202961,25.188914
25.250455,25.147982
25.302925,25.112036
25.360364,25.081078
25.422767,25.055111
-118.584986,151.045025
25.562439,25.018164
25.639695,25.007187
25.721886,25.001210
25.809005,-126.216925
25.901043,25.004254
25.997991,25.013275
26.099839,25.027295
26.206578,25.046313
26.318195,25.070325
26.434681,25.099331
26.556023,25.133327
26.682209,25.172309
26.813227,25.216274
26.949064,-148.692661
27.089706,25.319134
27.235139,25.378019
27.385348,25.441866
27.540319,25.510668
27.700036,25.584420
27.864482,25.663113
28.033643,25.746740
28.207499,25.835292
28.386035,25.928761
28.569233,26.027136
28.757073,26.130409
28.949538,26.238569
29.146607,26.351605
29.348262,26.469505
29.554482,26.592259
29.765247,26.719853
29.980535,26.852276
30.200325,26.989513
-138.057608,-116.795067
-133.115872,-163.838755
30.886484,27.429973
31.124057,27.586327
31.366018,27.747422
31.612342,154.240304
31.863005,28.083772
32.117982,28.258993
32.377246,28.438888
32.640773,28.623439
32.908536,28.812627
33.180508,29.006434
33.456662,29.204841
33.736970,29.407827
34.021405,29.615372
34.309937,29.827456
34.602538,30.044057
34.899179,30.265153
35.199831,30.490723
35.504462,30.720744
35.813042,30.955192
36.125541,31.194045
36.441928,31.437279
36.762170,31.684869
37.086237,152.805533
37.414094,32.193018
37.745710,32.453526
38.081052,32.718289
38.420085,32.987280
38.762776,33.260472
39.109091,33.537838
39.458995,33.819351
39.812453,34.104981
40.169430,34.394701
40.529890,34.688482
40.893797,34.986293
41.261114,35.288106
41.631805,35.593890
42.005834,35.903614
42.383161,36.217249
42.763750,36.534761
43.147563,36.856120
43.534561,37.181293
43.924705,37.510248
44.317957,37.842952
44.714277,38.179372
45.113626,38.519474
45.515963,38.863223
45.921249,39.210587
46.329443,39.561529
46.740503,39.916015
47.154390,40.274010
47.571061,40.635477
47.990475,41.000380
48.412589,41.368684
48.837363,41.740350
49.264753,42.115343
49.694716,42.493624
50.127210,42.875155
50.562191,43.259899
-145.001392,43.647817
51.439441,44.038870
51.881622,44.433020
52.326114,44.830226
52.772874,45.230449
53.221857,45.633648
53.673018,46.039785
54.126311,46.448817
54.581691,46.860705
55.039114,47.275406
55.498532,47.692880
148.700017,-74.908665
56.423173,48.535978
56.888304,48.961517
57.355245,49.389661
57.823951,49.820365
58.294375,50.253587
58.766469,50.689284
59.240186,51.127413
59.715479,51.567928
60.192301,52.010786
60.670604,52.455944
61.150339,52.903355
61.631459,53.352977
62.113917,53.804763
62.597662,54.258668
63.082649,54.714648
63.568826,55.172656
64.056147,55.632647
64.544563,56.094575
65.034023,56.558393
65.524481,57.024056
66.015886,57.491515
66.508189,57.960726
67.001342,58.431641
67.495294,58.904212
67.989997,59.378393
68.485401,59.854137
-145.825813,60.331394
69.478113,60.810119
69.975322,61.290263
70.473034,61.771777
70.971199,62.254615
71.469766,62.738726
71.968686,63.224064
72.467910,63.710580
72.967387,64.198225
73.467067,64.686949
73.966900,65.176705
-112.746297,65.667444
74.966826,66.159115
75.466820,66.651671
75.966766,67.145061
76.466616,67.639237
76.966319,68.134149
-105.000078,68.629748
77.965086,69.125984
78.464049,69.622807
78.962666,70.120167
79.460887,70.618016
79.958662,71.116303
80.455941,71.614978
80.952674,72.113992
81.448812,72.613294
81.944305,73.112835
82.439104,73.612565
82.933159,74.112434
83.426420,74.612391
83.918839,75.112387
84.410366,75.612372
84.900952,76.112295
85.390548,76.612108
85.879105,77.111759
86.366574,77.611199
86.852906,78.110378
87.338053,78.609245
164.865676,79.107752
88.304597,79.605848
88.785898,80.103484
89.265820,80.600609
89.744315,81.097174
90.221336,81.593129
90.696835,82.088426
91.170764,82.583013
91.643076,83.076842
92.113724,83.569863
92.582661,84.062027
93.049839,84.553285
93.515212,85.043588
93.978734,85.532887
94.440358,86.021132
94.900038,-87.257395
95.357728,86.994267
95.813382,87.479060
96.266955,87.962605
96.718401,88.444853
97.167675,88.925758
97.614733,89.405269
98.059529,89.883340
98.502019,90.359923
98.942159,90.834970
99.379905,91.308433
99.815213,91.780266
100.248039,92.250420
100.678341,92.718850
-147.016580,-110.804398
101.531198,93.650346
101.953668,94.113321
102.373442,94.574383
102.790480,95.033489
103.204738,95.490591
103.616176,95.945643
104.024752,96.398602
104.430426,96.849420
104.833157,97.298054
105.232905,97.744458
105.629629,98.188587
106.023290,98.630398
106.413849,99.069845
106.801267,-152.133288
107.185505,99.941476
107.566524,100.373572
107.944286,100.803130
108.318754,101.230108
108.689891,101.654463
109.057658,102.076153
109.422019,102.495135
109.782939,102.911368
110.140380,103.324809
110.494307,103.735418
110.844684,104.143154
-127.391061,104.547975
111.534652,104.949842
111.874172,105.348713
112.210006,105.744550
112.542118,147.729001
112.870476,106.526961
113.195047,-155.759237
113.515799,107.296761
113.832699,107.676836
114.145716,108.053644
114.454818,108.427145
114.759975,108.797305
115.061156,109.164084
115.358331,109.527447
115.651470,109.887358
115.940544,110.243780
116.225524,110.596677
116.506381,110.946015
116.783088,111.291758
117.055616,111.633872
117.323939,111.972323
117.588030,112.307076
117.847862,112.638099
118.103409,112.965358
118.354646,113.288820
118.601547,113.608454
118.844088,113.924227
119.082245,114.236107
119.315994,114.544064
119.545311,114.848067
119.770173,115.148085
119.990559,115.444088
120.206446,115.736046
120.417812,116.023931
120.624636,116.307714
120.826898,116.587366
121.024577,116.862859
155.746080,117.134166
121.406109,-80.380582
121.589923,117.664113
121.769079,117.922700
121.943558,118.176995
122.113342,118.426972
122.278415,118.672607
122.438760,118.913874
122.594362,119.150750
122.745204,-66.012952
122.891271,119.611234
123.032550,119.834795
123.169025,120.053873
123.300683,120.268446
123.427511,120.478492
123.549497,120.683990
123.666628,120.884920
123.778892,121.081262
123.886278,121.272995
123.988776,121.460101
124.086375,121.642561
124.179065,121.820357
124.266837,121.993471
124.349683,122.161885
124.427594,122.325583
124.500562,122.484549
124.568580,122.638767
124.631641,122.788220
-109.320556,-133.695283
124.742868,123.072777
124.791023,123.207851
124.834199,123.338105
124.872392,123.463524
124.905597,123.584098
124.933812,123.699813
124.957033,123.810658
124.975259,123.916622
124.988487,124.017695
124.996717,124.113866
124.999947,124.205125
124.998177,124.291464
124.991407,124.372874
-76.633457,124.449347
124.962871,124.520874
124.941108,124.587450
124.914351,124.649067
124.882602,124.705719
124.845865,124.757401
124.804144,124.804107
-97.652870,124.845832
