dim-1,dim-2,outlier
132.921346,134.173235,false
137.017728,137.371229,false
135.916231,134.229870,false
134.631632,136.990413,false
132.485615,132.869425,false
29.403940,134.461845,true
133.199940,132.869565,false
133.718151,136.816112,false
134.632648,135.879328,false
132.913960,134.466336,false
133.807729,135.599456,false
135.176984,135.881961,false
133.466182,131.897482,false
133.608710,136.069249,false
134.832465,131.770873,false
133.430322,132.031677,false
135.709811,133.381111,false
135.034402,132.674885,false
-79.008368,-19.742522,true
134.149797,133.093783,false
132.286867,132.556253,false
135.762576,132.853219,false
134.324633,132.213431,false
136.434739,134.526025,false
135.338521,132.619316,false
132.069297,134.642458,false
134.967588,131.711436,false
133.928703,133.814586,false
133.563706,131.714863,false
-69.282223,1.931678,true
131.278975,133.761737,false
132.704720,130.487493,false
135.129832,131.299992,false
134.120188,129.687639,false
133.239897,130.009940,false
134.818641,133.362933,false
130.859868,129.753277,false
132.538508,130.894414,false
134.106425,131.037166,false
131.374612,132.325425,false
133.318235,127.675121,false
-40.753453,132.311342,true
-31.102259,129.276909,true
131.129507,131.001270,false
131.002017,127.570727,false
-47.812289,129.320802,true
132.551529,131.006144,false
131.916626,127.469062,false
129.209405,126.005090,false
131.291228,129.495670,false
-16.968763,16.079079,true
128.363454,128.133499,false
128.992680,125.383449,false
129.511753,127.846763,false
130.652606,124.330091,false
131.087921,-75.675044,true
130.067648,127.144002,false
129.606377,123.717476,false
129.150323,124.639366,false
-12.723391,126.728502,true
126.744347,125.979686,false
127.149841,123.369941,false
126.380809,125.546232,false
128.451516,123.062602,false
128.794381,125.994575,false
128.429410,121.160537,false
127.256629,121.555936,false
125.939612,124.948687,false
127.935253,123.028887,false
125.660851,120.716988,false
124.859086,123.160752,false
124.783621,121.616048,false
122.559610,121.785189,false
124.291839,119.590592,false
124.613832,-41.772802,true
123.314403,121.212035,false
121.646851,117.734764,false
123.390628,119.869879,false
124.718021,117.774137,false
123.387282,118.027325,false
120.944233,119.198640,false
119.361536,118.324253,false
123.135144,115.849707,false
122.468793,118.054938,false
121.138898,116.723119,false
118.798996,114.763364,false
118.457388,114.271691,false
119.271866,116.845773,false
118.884904,113.073941,false
117.406759,114.156246,false
116.882459,114.446102,false
115.995901,111.371653,false
119.081399,112.755392,false
119.405795,-2.938156,true
115.837411,110.227224,false
118.801827,113.028906,false
114.514405,111.379955,false
117.569514,111.128168,false
13.347741,110.358111,true
114.664869,108.907994,false
116.170526,108.146012,false
112.876270,109.205989,false
115.814245,108.706293,false
114.957174,107.885726,false
113.096502,106.333098,false
113.528792,109.367398,false
112.651935,106.895941,false
112.627485,108.889630,false
112.302652,107.804433,false
111.793675,104.811853,false
-15.895836,106.725764,true
108.847208,-23.821094,true
109.469023,104.885118,false
106.918311,106.043261,false
109.636674,102.300596,false
108.824728,102.152201,false
110.028427,100.455547,false
109.799880,20.704839,true
108.016751,99.742825,false
107.802143,102.330004,false
105.771734,103.066936,false
106.753543,99.101217,false
107.597081,97.451084,false
104.011768,101.660709,false
105.519720,97.518169,false
103.564831,100.598006,false
105.850966,97.581946,false
103.655115,95.654119,false
101.301260,97.831550,false
103.298191,97.464382,false
101.710886,95.111141,false
103.338704,95.207117,false
101.804728,96.203577,false
98.760197,96.494272,false
99.548535,93.162053,false
99.370298,95.254474,false
96.615166,26.260716,true
95.774783,91.900377,false
100.079896,90.896025,false
95.005526,90.186187,false
95.790306,90.872080,false
98.308983,89.719134,false
96.829889,91.954305,false
97.712593,88.582249,false
96.444832,90.759955,false
93.985991,88.668538,false
94.122190,88.307634,false
91.059917,90.015383,false
90.422774,86.970120,false
91.830487,87.509972,false
94.262172,84.968139,false
91.860996,84.465806,false
88.912114,85.723267,false
89.298285,84.251752,false
90.382460,85.953317,false
89.743369,81.371996,false
91.210271,82.282345,false
87.035112,82.558156,false
-21.493401,80.122764,true
88.346772,82.308616,false
88.100549,79.235620,false
87.209151,79.704095,false
87.327218,78.415664,false
84.498652,78.329386,false
82.638987,80.916204,false
25.260161,80.044242,true
84.171031,76.400067,false
84.281058,76.204583,false
83.502949,77.099298,false
-65.021598,-78.154382,true
81.651252,74.298914,false
80.073903,76.836305,false
78.731394,74.702891,false
79.461684,75.705285,false
82.280178,72.206399,false
81.817617,75.262134,false
80.904350,73.468597,false
76.030225,70.323075,false
78.749054,74.515111,false
-40.987198,-69.744990,true
-2.207681,73.665906,true
24.128603,71.828893,true
75.552845,71.994046,false
74.191845,69.941064,false
75.137777,69.541887,false
72.699443,67.193076,false
75.139371,67.606029,false
21.688320,-65.409215,true
71.045144,66.448852,false
72.176124,67.531848,false
70.300884,67.333099,false
70.687724,64.855502,false
71.144344,63.422460,false
70.468256,67.425789,false
70.752171,62.462516,false
70.514242,64.027375,false
69.972602,61.774148,false
68.980180,62.183314,false
70.433011,62.143404,false
70.030944,61.745832,false
65.258060,64.492958,false
67.382883,61.835797,false
65.529635,58.910173,false
63.358838,62.437132,false
62.949190,14.252311,true
-11.766883,60.538530,true
63.362556,58.507322,false
-15.989420,-2.986092,true
64.680480,57.477469,false
64.884001,56.418354,false
62.398676,-3.265491,true
62.145222,59.017941,false
61.155713,56.316461,false
61.772675,58.037913,false
59.563206,54.087476,false
58.250993,57.248384,false
58.944381,56.180973,false
59.374495,54.884504,false
61.610109,54.440110,false
60.680660,56.494099,false
58.246860,52.815041,false
58.674870,51.014876,false
59.671605,51.504040,false
56.260437,54.416686,false
59.107990,54.595956,false
55.818738,-79.337400,true
58.163641,51.776435,false
54.750818,50.665442,false
54.922804,48.811007,false
55.211325,49.842269,false
55.202071,51.607314,false
54.104288,50.701785,false
51.020890,48.443801,false
-27.778159,-11.660881,true
51.917752,50.521292,false
54.484181,47.934892,false
50.148815,45.872581,false
53.338712,49.103559,false
51.602662,46.062177,false
49.094057,49.267695,false
50.920250,47.229735,false
19.515480,44.818478,true
50.329220,43.569310,false
49.737834,47.587151,false
48.609672,45.815866,false
48.912127,42.620783,false
47.770468,46.638027,false
48.048463,42.502587,false
46.535701,42.612228,false
48.293973,43.448777,false
48.902962,42.161476,false
46.376471,43.874649,false
46.213132,41.120940,false
47.208949,44.219123,false
47.096159,42.299680,false
44.370016,42.427306,false
45.189948,42.193029,false
42.313065,39.392567,false
44.808323,39.522609,false
46.423016,40.001788,false
42.561281,42.561303,false
42.177792,42.017463,false
44.634937,40.139913,false
44.225510,38.074196,false
41.832239,41.172127,false
42.331797,42.178502,false
42.338751,38.910979,false
44.283611,39.694107,false
39.580626,37.975994,false
40.647350,38.031512,false
5.725950,29.765259,true
15.479588,39.061951,true
40.997032,40.032386,false
38.315003,37.241587,false
40.096304,39.168079,false
41.133484,36.073437,false
39.194405,40.085962,false
40.088633,36.446910,false
41.770305,35.418754,false
-34.599086,23.563735,true
39.623156,34.712397,false
39.610222,34.639030,false
37.474598,37.391496,false
36.804045,36.826966,false
36.299872,35.468697,false
39.296403,36.214849,false
39.984144,36.180817,false
36.601265,33.947447,false
39.484626,34.145703,false
35.906191,-44.396410,true
38.010656,37.897757,false
35.909498,37.765696,false
35.226452,33.865991,false
38.288511,35.534977,false
35.922121,35.217850,false
37.000608,34.125805,false
35.989149,34.111472,false
-66.304066,33.628576,true
37.259841,36.399487,false
34.839991,36.081101,false
36.811353,33.779660,false
34.311098,35.286305,false
38.281996,34.525558,false
37.369386,36.589854,false
36.004560,35.348575,false
35.537562,35.278868,false
37.533297,37.020937,false
33.264333,33.767185,false
37.148322,37.069999,false
37.083920,34.837360,false
36.979585,33.672422,false
32.921706,34.632197,false
35.543976,37.517514,false
32.849577,34.063809,false
36.358062,33.687872,false
36.362197,35.083750,false
33.829325,34.952807,false
36.785376,35.203407,false
36.205379,35.981103,false
37.195217,-59.759316,true
37.063984,33.342693,false
36.539270,34.455978,false
-11.944902,33.667991,true
36.208586,37.544629,false
-5.831738,-39.784271,true
36.029914,37.757977,false
37.094804,33.636308,false
34.838345,33.578955,false
36.091688,36.426870,false
37.327325,34.318021,false
34.052992,34.240361,false
36.853988,-34.745533,true
36.987935,36.312426,false
34.168909,36.900060,false
33.551178,35.488708,false
35.928508,38.229838,false
37.042338,38.173340,false
33.883365,35.151771,false
37.262039,35.618963,false
33.410150,35.238813,false
34.055330,37.264872,false
37.036618,35.846774,false
34.917490,38.051116,false
34.923389,38.410622,false
38.132501,37.343795,false
35.397594,36.875561,false
37.073189,40.004074,false
34.660266,40.431572,false
-61.836307,-78.040341,true
39.361978,38.246401,false
-23.452542,-79.958603,true
36.877797,38.047891,false
39.382371,41.665828,false
37.619317,38.629489,false
-17.943207,-42.156544,true
36.161920,-73.514097,true
36.297554,42.624955,false
35.919316,40.068722,false
-39.041763,-39.486643,true
38.553528,38.837580,false
39.364720,42.117031,false
36.977357,39.270802,false
-66.261166,-48.200663,true
38.904712,42.612428,false
37.920687,-12.426468,true
39.337412,44.547474,false
38.430905,42.536192,false
38.603207,42.713901,false
