dim-1,dim-2,outlier
111.590843,67.851310,false
112.338758,68.821043,false
115.188948,70.481210,false
-80.187505,65.636854,true
115.327402,69.815758,false
114.196899,64.551147,false
115.071664,66.696691,false
114.480296,64.377785,false
114.584111,64.906407,false
119.412187,67.598130,false
115.945560,62.500998,false
119.432780,65.217987,false
118.862900,65.926777,false
117.043629,61.713016,false
120.264054,64.560116,false
119.744901,60.232635,false
118.264114,63.896519,false
119.717308,62.406171,false
118.962643,62.985140,false
122.459237,58.298542,false
122.966875,62.195353,false
120.454575,58.881127,false
120.166419,59.566646,false
121.725278,60.962027,false
122.993439,-7.921864,true
122.060998,56.876494,false
125.510648,55.156345,false
124.531599,59.605959,false
124.953190,57.715098,false
124.753791,55.119114,false
122.977929,57.019736,false
125.181073,55.590831,false
124.237437,55.011437,false
126.022600,56.650248,false
125.140154,55.013667,false
126.631411,55.761075,false
-24.669749,51.208472,true
124.288974,54.189190,false
127.845544,55.281483,false
128.777468,51.259286,false
128.615120,53.150376,false
128.468931,50.348981,false
130.352402,52.941012,false
126.393676,52.816946,false
-21.931834,51.735598,true
127.578415,51.008004,false
126.738863,51.436008,false
131.526444,50.768838,false
130.762669,48.544161,false
131.956749,47.528853,false
130.995444,3.570186,true
128.679068,49.432934,false
128.576802,48.599235,false
130.666873,47.802875,false
132.156997,49.308105,false
129.938652,48.370166,false
131.457118,47.736052,false
128.905162,46.667387,false
131.807864,46.121054,false
133.712379,47.473484,false
-76.285910,-12.126967,true
133.787165,46.315792,false
133.570934,46.065854,false
131.776454,43.457768,false
130.885489,42.975056,false
131.615793,43.299216,false
132.390990,43.894465,false
130.800668,45.632886,false
134.668021,41.369225,false
134.879222,40.706959,false
131.926369,43.045117,false
135.497647,39.989876,false
134.592278,40.903780,false
132.131474,41.364221,false
132.934811,42.193164,false
135.579339,38.736227,false
135.229249,42.376035,false
133.762091,39.925644,false
131.753138,39.737818,false
133.387008,42.695218,false
132.264457,41.477849,false
-45.579924,42.178118,true
132.499766,41.873488,false
132.357976,37.836404,false
133.066907,-62.500470,true
135.851699,39.735263,false
133.768406,40.129488,false
132.357784,37.215195,false
135.074328,36.947979,false
134.820989,39.758285,false
135.144806,38.631637,false
137.305491,35.727004,false
135.161103,39.620077,false
135.339434,35.164489,false
134.182232,35.370465,false
134.716060,36.119095,false
133.538027,35.131026,false
137.418077,36.899640,false
-19.308674,-19.793910,true
134.592358,36.973566,false
135.760099,34.944653,false
134.343415,-73.397602,true
136.334893,36.655535,false
134.311548,34.410459,false
26.708293,33.876108,true
137.277384,33.750829,false
136.913051,37.987084,false
134.178854,36.857714,false
132.842656,35.463994,false
132.939415,35.204327,false
133.306820,37.060866,false
136.450856,37.455687,false
17.275464,-80.440250,true
134.639134,33.769652,false
-62.274105,-37.801382,true
133.252224,33.024472,false
135.890565,33.160108,false
-3.338881,-9.331374,true
135.283852,36.490485,false
134.412772,34.181311,false
134.373925,34.864401,false
133.782209,33.393039,false
135.038554,35.653257,false
133.190540,32.963213,false
131.287461,36.502084,false
131.125605,34.856859,false
133.215771,32.840714,false
130.433689,34.662134,false
131.704411,34.204414,false
-36.244997,33.402635,true
131.837854,35.011356,false
132.879911,36.242817,false
129.865545,35.180467,false
132.289032,33.743892,false
130.930243,35.876752,false
-63.343890,-8.142574,true
130.734471,35.685341,false
130.487407,34.363792,false
-42.240712,34.948428,true
131.526736,34.768109,false
129.769238,33.535523,false
130.909376,37.917762,false
128.363178,37.081242,false
128.305597,33.794362,false
127.572019,38.192228,false
130.184204,37.625707,false
129.437281,38.118605,false
17.966872,4.546492,true
130.181627,34.329748,false
130.121503,37.148045,false
130.056424,36.962921,false
-72.648765,-13.898369,true
125.276565,36.864397,false
128.986935,35.633790,false
125.956476,36.541737,false
127.373652,39.470748,false
126.075978,39.856021,false
127.589022,39.817218,false
127.273924,37.208246,false
-29.409827,-10.985446,true
124.260207,38.672417,false
124.753889,36.843003,false
12.567901,-34.930268,true
122.889105,37.235347,false
123.155109,38.115253,false
122.373238,37.533968,false
123.662710,-67.707506,true
123.879770,41.341775,false
-42.980501,39.387033,true
120.610800,40.028496,false
122.483877,37.941253,false
120.278720,41.630787,false
122.960203,38.373683,false
123.063202,38.553498,false
119.352855,39.818988,false
122.585971,-2.194587,true
122.040177,43.788848,false
119.708750,39.300419,false
118.909246,42.107437,false
119.240425,44.510186,false
119.879387,43.417963,false
117.273605,44.275781,false
115.360474,42.411923,false
118.191133,42.147516,false
118.714405,43.954466,false
118.704974,43.484211,false
115.008739,45.934169,false
116.231821,44.917393,false
114.317881,43.977656,false
112.817223,44.696125,false
114.693179,47.297320,false
111.742672,44.623390,false
113.137590,46.720713,false
112.828910,44.926739,false
113.746873,45.481501,false
-38.044754,14.206716,true
113.450153,47.978611,false
112.296354,49.316765,false
113.351420,46.920234,false
108.833662,48.760039,false
111.337101,49.026670,false
110.771868,49.110424,false
111.799408,51.268446,false
-54.951789,47.703593,true
-8.512787,50.256945,true
108.725411,51.401570,false
109.725301,51.330459,false
105.739024,52.172490,false
104.441972,51.734230,false
108.390768,51.337757,false
104.317198,52.245611,false
-45.675323,-54.055601,true
103.319870,54.290337,false
106.147659,50.991628,false
103.201003,52.686365,false
102.916274,53.129761,false
102.813352,52.079043,false
104.741152,54.252897,false
103.203550,56.907150,false
5.637747,55.713195,true
100.997836,55.432720,false
100.260095,54.746050,false
100.908111,58.487105,false
101.264188,59.183086,false
98.594988,55.244954,false
99.724761,56.222978,false
98.832414,4.209535,true
98.822328,60.420962,false
97.266237,60.642202,false
99.067089,57.222094,false
95.710493,59.642635,false
95.628220,61.010950,false
96.630454,62.341300,false
96.668702,63.257989,false
92.543479,61.290232,false
94.769770,63.245609,false
91.358006,64.380751,false
3.259859,63.247049,true
90.969282,61.125726,false
94.484554,61.567116,false
89.180859,63.362348,false
93.471758,63.537838,false
89.871868,66.119194,false
89.488685,65.101303,false
88.186529,66.432054,false
90.081946,65.093247,false
89.361945,65.694592,false
88.924603,66.413576,false
-10.983165,-70.627612,true
86.387011,68.371721,false
84.586730,71.299571,false
-67.274684,72.121281,true
84.037796,70.530823,false
82.560998,68.533292,false
85.871471,73.129293,false
84.766890,-5.529007,true
82.569342,74.389629,false
81.763596,70.328834,false
81.875731,73.525704,false
82.371935,73.202831,false
83.630927,74.682723,false
83.079433,74.789704,false
82.214609,76.439049,false
79.881565,74.674780,false
81.575644,76.564176,false
77.480277,78.392024,false
78.587927,76.574025,false
77.935815,77.229568,false
76.894569,75.437767,false
78.759591,80.520303,false
77.147276,77.786433,false
77.597732,80.487827,false
75.358890,78.420876,false
73.638993,79.182968,false
76.174636,79.114589,false
75.075055,81.288168,false
75.949141,82.617278,false
74.196763,-63.351502,true
70.434700,82.162469,false
74.073786,85.122164,false
69.550185,81.919329,false
73.584173,84.787342,false
70.668009,82.554070,false
67.954421,86.622096,false
24.760742,-33.905065,true
66.972264,88.234807,false
70.347646,87.027951,false
70.358259,88.386353,false
68.613832,88.411597,false
69.253183,87.366816,false
65.519498,88.239933,false
64.195993,87.781375,false
66.321711,92.196666,false
65.574895,89.940551,false
66.693791,91.150511,false
66.936434,91.356230,false
64.772989,93.004702,false
61.287236,92.240084,false
63.158837,90.724672,false
