dim-1,dim-2,outlier
71.043607,91.536529,false
71.542229,92.007557,false
72.041197,92.476884,false
72.540460,92.944463,false
73.039969,93.410248,false
73.539675,93.874193,false
74.039526,94.336249,false
74.539474,94.796372,false
-96.808329,95.254516,true
75.539457,95.710634,false
76.039392,96.164681,false
-97.728068,96.616611,true
77.038902,97.066380,false
77.538375,97.513942,false
-89.475611,97.959253,true
78.536512,98.402268,false
79.035074,98.842943,false
79.533233,99.281233,false
80.030939,99.717096,false
80.528142,100.150486,false
81.024792,100.581362,false
81.520839,101.009680,false
82.016234,101.435396,false
82.510928,101.858469,false
83.004871,102.278856,false
83.498013,102.696516,false
83.990305,103.111406,false
84.481699,103.523484,false
84.972144,103.932711,false
85.461592,104.339044,false
85.949994,104.742443,false
86.437300,105.142868,false
86.923463,105.540279,false
87.408434,105.934635,false
87.892164,106.325899,false
88.374605,106.714029,false
88.855708,107.098989,false
89.335426,107.480738,false
89.813710,107.859239,false
90.290513,108.234455,false
90.765787,108.606347,false
91.239484,108.974879,false
91.711557,109.340013,false
92.181959,109.701713,false
92.650643,110.059943,false
93.117562,110.414667,false
93.582669,110.765849,false
94.045918,111.113455,false
94.507263,111.457450,false
94.966656,111.797799,false
95.424053,-135.615260,true
95.879408,112.467424,false
161.512459,112.796633,true
96.783808,113.122062,false
97.232763,113.443679,false
97.679495,113.761452,false
98.123959,114.075349,false
98.566110,114.385338,false
99.005905,114.691389,false
99.443299,114.993471,false
130.046579,115.291553,true
100.310712,115.585606,false
100.740643,115.875601,false
-161.981289,-151.089555,true
101.592740,116.443299,false
102.014821,116.720946,false
102.434201,116.994421,false
102.850837,117.263696,false
103.264688,117.528745,false
103.675713,117.789541,false
104.083870,118.046059,false
104.489119,118.298271,false
104.891419,118.546154,false
105.290730,118.789683,false
105.687012,119.028832,false
106.080225,119.263578,false
106.470330,119.493899,false
106.857288,119.719769,false
107.241060,119.941168,false
107.621609,120.158073,false
107.998895,120.370462,false
108.372881,120.578314,false
108.743530,120.781608,false
109.110805,120.980325,false
109.474669,121.174443,false
109.835085,121.363943,false
110.192018,121.548808,false
110.545431,121.729017,false
110.895290,121.904554,false
111.241560,122.075400,false
111.584205,122.241539,false
111.923192,122.402954,false
112.258487,122.559628,false
112.590056,122.711546,false
112.917866,122.858694,false
113.241884,123.001055,false
113.562078,123.138617,false
113.878416,123.271364,false
114.190866,123.399285,false
114.499397,123.522366,false
114.803979,123.640594,false
115.104579,123.753958,false
115.401170,123.862448,false
115.693720,123.966050,false
115.982201,124.064757,false
-74.212907,148.553909,true
116.546840,124.247441,false
116.822941,124.331400,false
117.094860,124.410426,false
117.362570,124.484511,false
117.626044,124.553648,false
117.885254,124.617830,false
118.140177,124.677050,false
118.390785,124.731302,false
118.637055,124.780581,false
118.878961,124.824882,false
119.116479,124.864200,false
119.349585,124.898532,false
119.578256,124.927875,false
119.802470,124.952224,false
120.022203,124.971579,false
120.237434,124.985936,false
120.448142,124.995295,false
120.654305,124.999654,false
120.855902,124.999014,false
121.052914,124.993373,false
121.245320,124.982733,false
-128.102298,124.967095,true
121.616241,124.946461,false
121.794718,124.920831,false
121.968516,124.890210,false
122.137617,124.854600,false
122.302004,124.814004,false
-66.039649,124.768427,true
122.616572,124.717873,false
122.766721,124.662347,false
122.912094,124.601855,false
-118.963750,136.326065,true
123.188452,124.465998,false
123.319409,-131.755138,true
123.445535,124.310355,false
123.566816,124.225132,false
123.683240,124.134988,false
123.794796,124.039930,false
123.901473,123.939968,false
124.003260,123.835112,false
124.100146,123.725372,false
124.192122,123.610760,false
124.279179,123.491287,false
124.361309,123.366965,false
124.438502,123.237806,false
124.510751,123.103824,false
124.578049,122.965031,false
124.640390,122.821442,false
124.697767,122.673070,false
124.750173,122.519932,false
124.797605,122.362041,false
124.840057,122.199414,false
124.877526,122.032068,false
124.910006,121.860018,false
124.937496,121.683282,false
124.959991,121.501878,false
124.977491,121.315824,false
124.989993,121.125138,false
124.997497,120.929840,false
125.000000,120.729948,false
124.997504,120.525484,false
124.990007,120.316468,false
124.977512,120.102919,false
124.960019,119.884861,false
124.937530,119.662314,false
124.910048,119.435301,false
124.877574,119.203844,false
124.840113,118.967967,false
124.797668,118.727693,false
124.750243,118.483047,false
124.697843,118.234052,false
124.640474,117.980734,false
124.578140,117.723117,false
124.510849,117.461229,false
124.438606,117.195094,false
-162.434649,-106.584162,true
124.279297,116.650194,false
124.192247,116.371482,false
124.100278,116.088634,false
-83.033391,-128.832748,true
123.901619,115.510639,false
123.794949,115.215550,false
123.683399,114.916440,false
123.566982,114.613339,false
123.445707,114.306276,false
123.319589,113.995282,false
123.188638,113.680389,false
123.052868,113.361628,false
122.912294,113.039031,false
122.766928,112.712630,false
122.616785,112.382457,false
122.461881,112.048547,false
122.302230,111.710931,false
122.137850,111.369645,false
121.968755,111.024721,false
121.794964,110.676196,false
121.616494,110.324102,false
121.433361,109.968477,false
121.245586,109.609354,false
121.053186,109.246770,false
120.856180,108.880762,false
120.654589,108.511366,false
120.448433,108.138619,false
120.237732,107.762558,false
120.022507,107.383220,false
-128.666369,-77.862588,true
119.578573,106.614869,false
119.349907,106.225932,false
-99.135008,162.893624,true
118.879296,105.438729,false
118.637396,105.040542,false
118.391133,104.639351,false
118.140530,104.235196,false
117.885614,103.828118,false
117.626409,103.418157,false
117.362941,103.005354,false
117.095237,102.589750,false
116.823324,102.171388,false
116.547228,101.750308,false
116.266978,101.326554,false
-162.725999,-130.071087,true
115.694126,100.471189,false
115.401581,100.039665,false
115.104996,99.605637,false
114.804401,99.169148,false
114.499826,98.730242,false
-157.248720,-129.259795,true
113.878856,97.845356,false
113.562523,97.399464,false
113.242334,96.951332,false
112.918321,96.501005,false
112.590517,96.048528,false
112.258953,95.593946,false
111.923663,95.137305,false
111.584682,94.678649,false
111.242041,94.218027,false
110.895777,93.755482,false
110.545923,93.291062,false
110.192514,92.824812,false
109.835586,92.356780,false
109.475175,-123.084851,true
109.111316,91.415557,false
108.744046,90.942459,false
108.373401,90.467767,false
107.999420,89.991528,false
107.622138,89.513790,false
107.241594,89.034601,false
146.156702,-113.956299,true
106.470873,88.072060,false
106.080772,87.588805,false
105.687563,87.104291,false
-137.095837,-142.961339,true
104.891979,86.131680,false
104.489683,85.643681,false
104.084439,85.154617,false
103.676285,84.664537,false
103.265265,84.173492,false
102.851417,83.681528,false
102.434785,83.188697,false
102.015409,82.695047,false
101.593332,82.200627,false
101.168595,81.705488,false
100.741242,81.209677,false
100.311314,80.713246,false
99.878855,80.216244,false
99.443909,-96.361819,true
99.006518,79.220723,false
98.566726,78.722305,false
98.124578,78.223515,false
97.680117,77.724402,false
97.233389,77.225017,false
96.784437,76.725410,false
96.333306,76.225629,false
95.880043,75.725727,false
95.424691,75.225751,false
-131.892651,-85.254819,true
94.507906,74.225783,false
94.046564,73.725890,false
93.583318,73.226125,false
93.118213,72.726536,false
92.651297,72.227175,false
92.182615,71.728092,false
91.712216,71.229335,false
91.240145,70.730956,false
