dim-1,dim-2
71.043607,91.536529
71.542229,92.007557
72.041197,92.476884
72.540460,92.944463
73.039969,93.410248
73.539675,93.874193
74.039526,94.336249
74.539474,94.796372
-96.808329,95.254516
75.539457,95.710634
76.039392,96.164681
-97.728068,96.616611
77.038902,97.066380
77.538375,97.513942
-89.475611,97.959253
78.536512,98.402268
79.035074,98.842943
79.533233,99.281233
80.030939,99.717096
80.528142,100.150486
81.024792,100.581362
81.520839,101.009680
82.016234,101.435396
82.510928,101.858469
83.004871,102.278856
83.498013,102.696516
83.990305,103.111406
84.481699,103.523484
84.972144,103.932711
85.461592,104.339044
85.949994,104.742443
86.437300,105.142868
86.923463,105.540279
87.408434,105.934635
87.892164,106.325899
88.374605,106.714029
88.855708,107.098989
89.335426,107.480738
89.813710,107.859239
90.290513,108.234455
90.765787,108.606347
91.239484,108.974879
91.711557,109.340013
92.181959,109.701713
92.650643,110.059943
93.117562,110.414667
93.582669,110.765849
94.045918,111.113455
94.507263,111.457450
94.966656,111.797799
95.424053,-135.615260
95.879408,112.467424
161.512459,112.796633
96.783808,113.122062
97.232763,113.443679
97.679495,113.761452
98.123959,114.075349
98.566110,114.385338
99.005905,114.691389
99.443299,114.993471
130.046579,115.291553
100.310712,115.585606
100.740643,115.875601
-161.981289,-151.089555
101.592740,116.443299
102.014821,116.720946
102.434201,116.994421
102.850837,117.263696
103.264688,117.528745
103.675713,117.789541
104.083870,118.046059
104.489119,118.298271
104.891419,118.546154
105.290730,118.789683
105.687012,119.028832
106.080225,119.263578
106.470330,119.493899
106.857288,119.719769
107.241060,119.941168
107.621609,120.158073
107.998895,120.370462
108.372881,120.578314
108.743530,120.781608
109.110805,120.980325
109.474669,121.174443
109.835085,121.363943
110.192018,121.548808
110.545431,121.729017
110.895290,121.904554
111.241560,122.075400
111.584205,122.241539
111.923192,122.402954
112.258487,122.559628
112.590056,122.711546
112.917866,122.858694
113.241884,123.001055
113.562078,123.138617
113.878416,123.271364
114.190866,123.399285
114.499397,123.522366
114.803979,123.640594
115.104579,123.753958
115.401170,123.862448
115.693720,123.966050
115.982201,124.064757
-74.212907,148.553909
116.546840,124.247441
116.822941,124.331400
117.094860,124.410426
117.362570,124.484511
117.626044,124.553648
117.885254,124.617830
118.140177,124.677050
118.390785,124.731302
118.637055,124.780581
118.878961,124.824882
119.116479,124.864200
119.349585,124.898532
119.578256,124.927875
119.802470,124.952224
120.022203,124.971579
120.237434,124.985936
120.448142,124.995295
120.654305,124.999654
120.855902,124.999014
121.052914,124.993373
121.245320,124.982733
-128.102298,124.967095
121.616241,124.946461
121.794718,124.920831
121.968516,124.890210
122.137617,124.854600
122.302004,124.814004
-66.039649,124.768427
122.616572,124.717873
122.766721,124.662347
122.912094,124.601855
-118.963750,136.326065
123.188452,124.465998
123.319409,-131.755138
123.445535,124.310355
123.566816,124.225132
123.683240,124.134988
123.794796,124.039930
123.901473,123.939968
124.003260,123.835112
124.100146,123.725372
124.192122,123.610760
124.279179,123.491287
124.361309,123.366965
124.438502,123.237806
124.510751,123.103824
124.578049,122.965031
124.640390,122.821442
124.697767,122.673070
124.750173,122.519932
124.797605,122.362041
124.840057,122.199414
124.877526,122.032068
124.910006,121.860018
124.937496,121.683282
124.959991,121.501878
124.977491,121.315824
124.989993,121.125138
124.997497,120.929840
125.000000,120.729948
124.997504,120.525484
124.990007,120.316468
124.977512,120.102919
124.960019,119.884861
124.937530,119.662314
124.910048,119.435301
124.877574,119.203844
124.840113,118.967967
124.797668,118.727693
124.750243,118.483047
124.697843,118.234052
124.640474,117.980734
124.578140,117.723117
124.510849,117.461229
124.438606,117.195094
-162.434649,-106.584162
124.279297,116.650194
124.192247,116.371482
124.100278,116.088634
-83.033391,-128.832748
123.901619,115.510639
123.794949,115.215550
123.683399,114.916440
123.566982,114.613339
123.445707,114.306276
123.319589,113.995282
123.188638,113.680389
123.052868,113.361628
122.912294,113.039031
122.766928,112.712630
122.616785,112.382457
122.461881,112.048547
122.302230,111.710931
122.137850,111.369645
121.968755,111.024721
121.794964,110.676196
121.616494,110.324102
121.433361,109.968477
121.245586,109.609354
121.053186,109.246770
120.856180,108.880762
120.654589,108.511366
120.448433,108.138619
120.237732,107.762558
120.022507,107.383220
-128.666369,-77.862588
119.578573,106.614869
119.349907,106.225932
-99.135008,162.893624
118.879296,105.438729
118.637396,105.040542
118.391133,104.639351
118.140530,104.235196
117.885614,103.828118
117.626409,103.418157
117.362941,103.005354
117.095237,102.589750
116.823324,102.171388
116.547228,101.750308
116.266978,101.326554
-162.725999,-130.071087
115.694126,100.471189
115.401581,100.039665
115.104996,99.605637
114.804401,99.169148
114.499826,98.730242
-157.248720,-129.259795
113.878856,97.845356
113.562523,97.399464
113.242334,96.951332
112.918321,96.501005
112.590517,96.048528
112.258953,95.593946
111.923663,95.137305
111.584682,94.678649
111.242041,94.218027
110.895777,93.755482
110.545923,93.291062
110.192514,92.824812
109.835586,92.356780
109.475175,-123.084851
109.111316,91.415557
108.744046,90.942459
108.373401,90.467767
107.999420,89.991528
107.622138,89.513790
107.241594,89.034601
146.156702,-113.956299
106.470873,88.072060
106.080772,87.588805
105.687563,87.104291
-137.095837,-142.961339
104.891979,86.131680
104.489683,85.643681
104.084439,85.154617
103.676285,84.664537
103.265265,84.173492
102.851417,83.681528
102.434785,83.188697
102.015409,82.695047
101.593332,82.200627
101.168595,81.705488
100.741242,81.209677
100.311314,80.713246
99.878855,80.216244
99.443909,-96.361819
99.006518,79.220723
98.566726,78.722305
98.124578,78.223515
97.680117,77.724402
97.233389,77.225017
96.784437,76.725410
96.333306,76.225629
95.880043,75.725727
95.424691,75.225751
-131.892651,-85.254819
94.507906,74.225783
94.046564,73.725890
93.583318,73.226125
93.118213,72.726536
92.651297,72.227175
92.182615,71.728092
91.712216,71.229335
91.240145,70.730956
-121.019398,70.233004
90.291178,69.735528
89.814377,69.238579
89.336095,68.742205
88.856379,68.246458
88.375278,67.751386
87.892839,67.257039
87.409111,66.763466
86.924142,66.270717
86.437980,65.778840
85.950675,65.287886
85.462275,64.797903
84.972828,64.308940
84.482384,63.821047
83.990992,63.334271
83.498701,62.848661
83.005560,62.364267
82.511619,61.881137
82.016926,61.399318
81.521532,60.918859
81.025485,60.439809
80.528836,59.962214
80.031634,59.486124
79.533929,59.011584
79.035771,58.538644
78.537208,58.067349
78.038293,57.597748
77.539073,57.129887
77.039600,56.663813
76.539922,56.199573
76.040091,55.737212
75.540155,55.276778
75.040166,54.818316
74.540172,54.361873
74.040225,53.907493
73.540373,53.455222
73.040667,53.005106
72.541158,52.557189
72.041894,52.111517
71.542926,51.668133
71.044304,51.227083
70.546077,-103.812040
145.664450,-87.338279
69.551010,49.918371
69.054268,49.487091
68.558122,49.058364
68.062619,48.632230
67.567810,48.208733
67.073745,47.787915
66.580472,47.369818
66.088041,46.954485
65.596501,46.541956
65.105902,46.132272
64.616292,45.725476
64.127720,45.321607
63.640235,44.920705
